b_1,b_2
31.7083110842235,4
31.7170468887192,3
31.7245790974227,3
31.7323478028415,4
31.7410993822631,5
31.7483375014913,4
31.7571887139741,3
31.7651602009571,4
31.7728176085424,3
31.7811980811519,4
31.785889397896,3
31.7944311831949,5
31.8020137128302,3
31.808898148986,3
31.8165108730567,4
31.8230231136205,4
31.8292387787505,5
31.83583997361,3
31.8451529021135,3
31.8515631698863,3
31.8611362569161,3
31.8683209437362,5
31.8735759894914,4
31.8829512342958,4
31.8910887077586,4
31.8961152513238,4
31.9040316874576,3
31.9101346623982,3
31.9165717771792,3
31.9230579861084,3
31.9304009657553,3
31.9372011953398,4
31.9458700643288,4
31.9529517649088,4
31.961301032906,3
31.9688065747641,4
31.9774283542677,3
31.9834695253663,4
31.9924226490879,3
32.0020647704,3
32.0081839989346,5
32.0170978233513,3
32.024272895941,3
32.0313829542584,4
32.0385519043403,4
32.0478494334922,3
32.053060451667,3
32.0598803424986,4
32.0675654221036,3
32.0736620760232,3
32.0816630870952,3
32.0896646333494,3
32.0961514046419,3
32.1039471903687,3
32.1098838807949,4
32.1153180969627,3
32.1213627768758,4
32.1291966494002,3
32.135969594379,4
32.1420059544437,3
32.1493190557391,3
32.1593631301352,4
32.1683606133198,3
32.1754055346085,4
32.1820214996125,4
32.1876515291753,3
32.1961651214292,4
32.20416612085,4
32.2096371831261,3
32.2164708682389,3
32.2238691639659,3
32.2297663460258,4
32.2359895670454,4
32.243175985169,4
32.2522518190584,3
32.2612633545785,3
32.2681190452911,3
32.2747780479631,3
32.2818167559932,4
32.2875633793583,3
32.2942659444627,3
32.3012286696684,3
32.3086994156476,4
32.3131473419696,4
32.3181964081244,3
32.324684633719,5
32.3324379768536,4
32.3410313383537,3
32.3468539480498,3
32.3530400910364,3
32.3592914010423,4
32.3671135886609,4
32.3791900758882,3
32.3875226991356,4
32.3928774062711,4
32.3995189076457,4
32.4071227935444,5
32.4150224642033,3
32.4208994945819,3
32.4283493252821,3
32.4370062269007,3
32.4447729351482,4
32.4543944552242,4
32.4612804277285,5
32.4680684726299,5
32.4747190103263,3
32.4810560201789,3
32.4877562245987,4
32.4948358052339,4
32.5026006733322,4
32.5078067958708,3
32.5120579154804,4
32.5203209111005,3
32.5286783699366,3
32.537347433159,3
32.5439038744313,5
32.5499678917306,3
32.5557047264704,3
32.5620191804748,4
32.5697225215019,3
32.5780823566389,3
32.5844135503711,4
32.5903832057332,3
32.5983243468485,4
32.6061459556807,3
32.6124336512932,4
32.617860578373,4
32.6245227109398,3
32.631632780422,3
32.6390930502925,4
32.644962158043,4
32.6497054272209,3
32.6563964508832,3
32.6635999203488,3
32.6689855416,3
32.6753378977511,3
32.6810312629241,3
32.6882714523215,3
32.6939604355931,5
32.7045271112401,4
32.7095694519573,3
32.7165186828168,4
32.7224254279518,4
32.7287984394079,3
32.7370600980338,4
32.7458302372858,4
32.75175190242,3
32.7580648913183,3
32.7654571098076,3
32.7717057738951,3
32.7775470532115,3
32.7842717589924,4
32.7910408731183,3
32.7979011454053,3
32.8039708995462,4
32.811236621923,4
32.8171686356025,3
32.8221967830752,3
32.828778476232,3
32.8362955521421,3
32.8425946965147,5
32.8515298141189,4
32.8581832605466,3
32.8638504006992,3
32.8690090203476,4
32.8749221948661,3
32.8818543255375,6
32.8886473281739,3
32.8961853394589,3
32.9041007697816,3
32.9091896167166,3
32.9144984034086,4
32.9201922528244,4
32.9254689520239,4
32.9312667744182,4
32.9366362814506,3
32.9419581242147,4
32.949250182899,3
32.955366822631,4
32.9620848949698,4
32.9680586425917,3
32.9720422488877,4
32.9762809498933,4
32.9810474600033,4
32.9883059388868,3
32.9937605725184,3
32.9983573409177,4
33.0042005199278,3
33.0105190635974,3
33.0160331129326,6
33.0215035638478,3
33.0255565472746,4
33.0304266955971,4
33.0372538607587,4
33.0413975207361,3
33.0482501476861,3
33.0542617608357,3
33.0606735122025,4
33.0669127155632,3
33.0740528202164,3
33.079662430815,3
33.0857186933998,4
33.0923222507429,4
33.0988756204024,4
33.1033889615675,3
33.1089814869994,4
33.1141431858247,3
33.1213367912576,3
33.1269404376213,6
33.1331510453751,3
33.1401040261556,4
33.1474098370549,3
33.1519328956681,5
33.1567045209036,3
33.1618387154657,5
33.1681788108592,4
33.1724316975698,4
33.1817094497102,5
33.1901580798643,3
33.1959028782808,4
33.2016627568951,4
33.2071159579042,3
33.2112272779614,3
33.2176427168657,3
33.2227491712183,3
33.228340392747,5
33.2334548441551,4
33.2385477769063,6
33.2459504870599,3
33.2517993337028,4
33.2559564150262,5
33.2622693746346,3
33.269278381919,4
33.2761316651734,4
33.2813857330624,4
33.286943247271,4
33.292663425887,3
33.2985119694453,4
33.3038996783361,4
33.3109357718137,3
33.3151652033672,3
33.3211457976952,3
33.3264817991869,4
33.3324693272907,3
33.3367376069532,3
33.3415589077196,3
33.3478308787763,3
33.3542960450215,4
33.3620263513297,3
33.3683272259049,4
33.3748015524363,4
33.3817621711637,3
33.3881757416599,4
33.393659924236,5
33.4004448492494,3
33.4060961078653,4
33.4120816783835,5
33.417082052184,5
33.4240429338405,3
33.4278554982657,3
33.4337237195045,3
33.4378536801241,3
33.4437807412297,5
33.4489310334465,5
33.455716123643,3
33.46240539483,4
33.4668901490769,5
33.4738939469827,3
33.478558437337,4
33.4847586014227,4
33.4914470267475,3
33.498155255153,3
33.5046005551534,3
33.5102205367886,4
33.5172856488841,3
33.5242701729046,3
33.5298206512368,3
33.5361231871394,4
33.5408076357279,4
33.5463341844952,4
33.5529466459687,3
33.5589988769954,3
33.5638082332965,3
33.5681278212163,3
33.5750607965121,3
33.5802525024544,3
33.5864862013281,4
33.5914682656536,4
33.5959781564473,3
33.6014639711396,4
33.6059252964714,4
33.6119152352972,3
33.6176976167236,4
33.6232382710995,3
33.6274416583444,4
33.6315432067403,4
33.6360672937989,5
33.6408359676959,3
33.6457897019123,4
33.6510195221665,3
33.6581668445265,3
33.6641054786185,3
33.669657595167,4
33.6745362113388,4
33.6790571750149,4
33.684532756645,5
33.6906160500626,4
33.6949324992455,3
33.700148665875,3
33.7063529350076,4
33.7129009223771,3
33.7176698420801,3
33.7233310008297,3
33.7299559052471,3
33.7351816128763,4
33.7412143032277,4
33.7470916576321,5
33.7522390028963,5
33.7564098872525,4
33.761951994855,4
33.7671377276599,3
33.7711330178461,3
33.7782100615792,4
33.7843112697701,4
33.790321025826,3
33.7945820581473,4
33.8009207062544,4
33.8060746558111,4
33.8114472146305,4
33.8169680481427,3
33.8215383487887,3
33.8262857862425,4
33.830367493055,3
33.834393320035,4
33.8389932550203,4
33.844014972532,5
33.8498492158314,3
33.8572138010415,3
33.8637737121942,4
33.8687681485583,3
33.8750429400992,4
33.8791302181085,4
33.8840327689521,3
33.8890232972304,3
33.8951962104298,8
33.8982001726819,3
33.9032745993306,4
33.9098107163825,4
33.9168838037582,5
33.9208847707494,4
33.927639424428,4
33.9334998560146,5
33.9380304313536,4
33.9425147123215,3
33.9478285697499,4
33.9516121115443,4
33.956193836886,3
33.9621192089084,4
33.9662619708584,3
33.9715756618419,3
33.9753243641069,3
33.9815593419335,4
33.986086277757,4
33.9930285671774,4
33.9976926720604,5
34.0019847238589,4
34.00783173322,4
34.0121813106725,3
34.0178601365727,3
34.02239589522,4
34.0266761482399,4
34.0304990296057,4
34.0341581476242,3
34.0399635468188,3
34.044876230964,4
34.0497597613277,4
34.0550198365644,4
34.061829959339,3
34.0658747740267,3
34.071266739552,6
34.0758889206585,3
34.0816435114063,4
34.0876721536717,5
34.0928522062798,4
34.0982325236706,3
34.1029137599766,3
34.1081030267928,4
34.1140083875705,3
34.1210192310915,3
34.1282590162035,3
34.1350976345525,3
34.1398076152901,4
34.146096516489,3
34.1525681143703,3
34.1566853967575,4
34.1611214535094,4
34.1665412364568,3
34.1711850071165,4
34.1769531150413,5
34.1821801018546,5
34.188050481122,4
34.1931815449639,4
34.1981997697551,3
34.204436457225,4
34.2099170435998,4
34.2157660289663,4
34.2209804933535,4
34.2260519142783,4
34.23134723779,4
34.2364154269983,3
34.2417055785797,4
34.2482332543514,5
34.2538042294135,4
34.258156435197,4
34.2624976178113,4
34.2670535150836,3
34.2714421396531,3
34.2761809207008,4
34.2814777290254,4
34.28619782534,3
34.2907069595412,3
34.296538520873,3
34.3015278485739,3
34.3062939443348,3
34.3102724126834,4
34.3155438820394,4
34.3200772275072,4
34.3265682447339,4
34.331452592966,4
34.3355978216663,5
34.3412213394188,3
34.3475244234741,4
34.3524992249764,4
34.3558482881279,3
34.3602392759794,3
34.365032518297,4
34.369847960443,4
34.3735692128751,6
34.3774761626271,3
34.3820322535935,5
34.3874362061854,4
34.3925664451611,4
34.3960740098567,4
34.4009306617127,5
34.4053124425445,4
34.4106204319076,4
34.4157681999419,5
34.4208582225131,4
34.4268568775142,4
34.4329753698585,4
34.4375922721917,4
34.4426473792686,4
34.4476193648527,4
34.4530560507533,3
34.4576189895338,5
34.4623067634292,4
34.4672187866384,5
34.4703911041958,4
34.4767557091369,5
34.4815887535987,3
34.4863493750704,4
34.4907028621182,3
34.4948424590242,5
34.5002537083101,4
34.5040389504307,4
34.5093630969987,4
34.5143519614317,3
34.5204701172503,3
34.5253981284331,5
34.5319814171997,4
34.5381229792942,4
34.543894646674,3
34.5475130860428,3
34.5522448058959,5
34.5563700714027,5
34.5603654753114,4
34.5648626700057,4
34.5702748226025,3
34.5797358611096,4
34.5858738577056,3
34.5914811278441,4
34.5982370635425,5
34.6034864511104,5
34.6079503607561,5
34.6135657503142,4
34.6194257037677,4
34.6239651152188,5
34.6284763593801,3
34.6353610426839,4
34.6393675781072,4
34.6438101616677,4
34.650604944176,4
34.6570713446276,5
34.6626550770852,6
34.6669704324322,5
34.6714466909752,4
34.6771173036713,3
34.6813682185093,4
34.6864707351784,5
34.6920285461409,3
34.6978046156813,5
34.7030982684214,3
34.7086594537371,5
34.7147832803231,5
34.7223718696465,5
34.7261848335396,4
34.730092388783,4
34.736573414789,4
34.7412425283908,3
34.7462463072781,5
34.7521225113355,4
34.7574317739555,3
34.7616111890071,4
34.765548825011,4
34.7691458475304,4
34.7742021314373,3
34.7786246991648,3
34.7834433122722,4
34.7873178629293,4
34.791919548274,4
34.7962186912895,4
34.8007301334198,5
34.8055938853705,4
34.8118456124529,3
34.815453636839,5
34.819218070383,3
34.8237545958519,4
34.8300145405058,3
34.8349646607887,5
34.8404210780063,3
34.8447116407081,4
34.8499345273881,3
34.8549117391702,4
34.860089779503,3
34.8644722373529,5
34.8687268446296,3
34.8736790354939,4
34.8802260140166,5
34.8839842949063,6
34.8872836209846,5
34.8924767768002,3
34.8965584722851,4
34.9011837937051,6
34.9050162396639,4
34.9095746648886,4
34.9147836903298,5
34.9193712788177,3
34.9227539762684,4
34.9276008615361,4
34.9329605250104,4
34.9381429878585,4
34.9433880104377,3
34.9474162864055,3
34.9526074101393,6
34.9578576254746,3
34.963239589168,5
34.9672191071427,5
34.9731518917449,3
34.9783332717258,3
34.9835457073124,5
34.987982759738,4
34.9929638231587,4
34.996537517272,4
35.0023075975463,4
35.0067831136625,4
35.0121508380089,5
35.0195430155115,4
35.0241922711903,3
35.0283430112581,4
35.0334445751142,6
35.0385935200649,5
35.0447348375815,4
35.0483158471782,4
35.053735500273,5
35.0565225417036,4
35.061635813889,3
35.0679481216051,5
35.0717474838494,4
35.07583143539,4
35.0800313891015,6
35.0845826916344,5
35.0879959000522,4
35.0922729957526,3
35.0971276528789,5
35.1029650797667,4
35.1076356244449,5
35.1125061870228,5
35.1167649361154,3
35.1214098936382,4
35.1249969776045,4
35.1288996037666,3
35.1335950505437,3
35.139235130665,4
35.143380150372,3
35.1486215504182,4
35.1526709418681,4
35.1569809673927,5
35.1606858433572,4
35.1638173305152,3
35.1694767677067,4
35.1735018871028,4
35.1772593598768,4
35.1821303847223,5
35.1855794428942,5
35.1899050457866,4
35.194884172319,3
35.1990275898445,4
35.2036591367984,4
35.2100833532249,5
35.2147302840745,4
35.2209157315942,4
35.2274615749001,4
35.2329674083296,5
35.2387604387119,3
35.2433723325355,3
35.2487658819305,4
35.253162261021,5
35.2577262186918,4
35.2634895088204,3
35.2674694343815,3
35.2714770413914,4
35.2765285504727,4
35.2806617630111,4
35.2865607938354,5
35.2897583572975,4
35.2942036683298,3
35.2990549827874,3
35.3026526537784,3
35.3067452036144,3
35.3110847533002,4
35.3157128625101,4
35.3210049347868,3
35.3248049178014,5
35.3296178185389,4
35.3341284644221,4
35.3369406071096,5
35.3407387884107,4
35.3460663198651,4
35.3504477254863,3
35.353944142355,4
35.3583510224468,4
35.3619443468088,3
35.3662279998671,4
35.3705620146161,4
35.3752250383909,5
35.3801256689337,4
35.3843683823539,5
35.3880961498421,3
35.3933469921576,4
35.3988188636215,4
35.4034622053985,5
35.4075342812104,4
35.4112600455636,4
35.415389577505,6
35.4193825343448,5
35.4238039520482,3
35.4281997035075,4
35.431805680403,4
35.4359993095255,4
35.4410118974528,4
35.4453752682525,5
35.4492145733756,6
35.454875469575,5
35.4591143249124,4
35.4640448530061,4
35.4691654113392,5
35.4735725778412,3
35.4768889840247,3
35.4812687000168,5
35.4870427158503,4
35.4910956941809,6
35.495895460708,6
35.4983037139193,3
35.5024677935213,4
35.5069553538361,5
35.511892272786,4
35.5166847826743,4
35.5228074126183,3
35.5287712024912,4
35.5345894344835,5
35.539330704251,3
35.5442321901717,4
35.549754198908,4
35.5548650959072,4
35.5591738500887,3
35.5629878926071,5
35.5675197281453,4
35.5721369497758,4
35.5766573211366,4
35.580452304565,4
35.5827840773204,5
35.5868130204592,3
35.5910694048576,4
35.5952464206802,3
35.5999104180732,3
35.604753315194,4
35.6086175684944,5
35.6133359479525,4
35.6180910706734,4
35.6214299530704,4
35.6264833761808,4
35.6315849616308,4
35.6392720916101,4
35.6430930976026,5
35.6463225034244,5
35.649777115437,4
35.6538997845289,4
35.6573189936625,4
35.6605732841718,5
35.6653520895636,3
35.6703816062335,4
35.6764379554455,4
35.6806799708113,4
35.6840955970903,4
35.6894193510401,4
35.6937447963307,3
35.6982348706464,4
35.7021811348105,4
35.705374610126,3
35.7094293181975,4
35.7127332867197,3
35.7163706980772,6
35.7200979361766,4
35.7243669849188,4
35.7290035217431,5
35.7347075529346,3
35.7387082691933,5
35.7420282678862,5
35.7449523981306,4
35.7501708299504,5
35.7556234532609,4
35.7612914721517,4
35.7668411007592,5
35.7719851781987,3
35.7773460370119,4
35.7830442720914,4
35.7913733939499,5
35.7959007033525,3
35.7998982679875,3
35.803964675475,4
35.8078708729782,4
35.8116580375819,4
35.8151511411046,6
35.8197790467649,4
35.824581536428,4
35.8282853734353,4
35.8327926159651,4
35.8380221176349,4
35.8433133000587,3
35.8485742723775,5
35.8526261918246,4
35.8562571850111,5
35.8601794137633,4
35.864315479115,5
35.8676807625433,4
35.8717609338968,4
35.8767355865682,4
35.8809123989479,7
35.8845560859958,4
35.8891166507047,3
35.8942752974751,5
35.8986016087636,5
35.9017738881958,4
35.9058177262168,4
35.9123774805355,4
35.9173947862293,6
35.9224013555448,5
35.9271211043751,4
35.9310322488757,5
35.9350898744739,5
35.9406220674883,6
35.9440766449339,4
35.9491266228753,4
35.9539737025583,5
35.9593490644887,3
35.9639130751519,4
35.9695009554914,4
35.9735501377687,5
35.9785578114614,4
35.9832304946548,4
35.9880619409319,5
35.9917190069909,4
35.9959556571446,4
36.0006734936678,3
36.0051671717597,4
36.0100013328827,4
36.0144597950318,4
36.0186745016706,4
36.0246082420091,4
36.0302780295911,3
36.0348906357155,5
36.040046161169,4
36.0458147064076,4
36.0512567099064,6
36.056822897723,5
36.0639612989164,4
36.0685879461628,4
36.0761132329888,6
36.0814837091137,3
36.0861439733534,4
36.0896278003373,4
36.0932063888441,4
36.0967102521083,3
36.100307947903,5
36.1049224826933,4
36.1080199843035,4
36.1120023486,4
36.1169182702326,7
36.120545277927,5
36.1239968110545,4
36.1281766564534,4
36.1324336975069,5
36.137373123728,5
36.1423422709133,6
36.1476133028622,5
36.1526229153381,5
36.1582835511932,5
36.1635434321123,5
36.1691901038854,4
36.1731547038458,4
36.1768778795573,4
36.1821242843613,5
36.1861934029856,5
36.190658478736,4
36.1946350567271,4
36.1994586701502,4
36.203377110117,3
36.2070573101873,4
36.2110030089855,5
36.2158190785096,5
36.2201844975551,4
36.224459081034,4
36.2298692570574,4
36.2350297540977,4
36.2384013440714,4
36.2445059203075,4
36.2492548827063,4
36.2540540457718,4
36.2586209038712,4
36.2638412562462,5
36.2676115593995,5
36.2710135507926,5
36.2758561901557,5
36.2804957232009,4
36.2850119439621,4
36.2894164844921,4
36.2949158246901,4
36.2993633328115,6
36.3043795222178,4
36.3107252663027,5
36.3148001161846,5
36.3205390713897,5
36.3252753573612,4
36.3298579631683,4
36.3348361650671,4
36.3406848340658,5
36.3462431772164,4
36.3525937378113,4
36.3576203640298,4
36.3635855449328,4
36.3691835827593,4
36.3736502152877,4
36.3769736011916,4
36.3827163822839,5
36.386623093239,6
36.3930293362554,4
36.3981749410538,5
36.4022610337439,5
36.4078303669653,6
36.4130977661816,4
36.4177194724684,5
36.4236287028301,5
36.4279623321916,4
36.4328597933551,5
36.4380043151801,4
36.4414972509358,4
36.447225757526,4
36.4534026777474,4
36.4588372380867,6
36.4643547372043,5
36.4690344447191,5
36.4739871209575,5
36.4781942027984,4
36.4844407474977,4
36.4892024065039,4
36.4950098505562,4
36.4991933318496,5
36.5033269901526,4
36.5074018991157,4
36.5127855376521,6
36.5179712848266,6
36.5235510598905,5
36.5278723092141,5
36.5324900410913,5
36.536796420422,4
36.5407357417019,4
36.545956283091,5
36.5506917830119,5
36.5562628084087,5
36.5625688853488,5
36.568071816748,4
36.5725640260449,4
36.578155174855,4
36.5823354119978,4
36.5863609406626,4
36.5914430844616,5
36.5956116738675,5
36.6012503521155,4
36.604580011727,5
36.6084274975053,5
36.6133824887548,4
36.6183450831559,4
36.6236304634867,5
36.6277535037586,4
36.6316131106422,5
36.6370884393316,4
36.6405657807056,4
36.6447543675237,4
36.6495737215161,5
36.6540122339358,4
36.6585509505763,4
36.6632112667363,5
36.6676270469589,5
36.6744088381888,5
36.6772040676539,4
36.681420016661,4
36.6865700252597,4
36.6918589409421,5
36.695794247871,4
36.7016847941772,5
36.7053214083001,5
36.7111867502495,5
36.7159035665009,4
36.7207398014773,5
36.7247685266878,5
36.7285433431563,4
36.7327665825646,4
36.7374529501731,6
36.7416477490624,4
36.7457513499554,5
36.7509354434644,4
36.7547318294486,4
36.7593945547884,5
36.7640795854932,6
36.7691121768102,4
36.773175007688,4
36.7776554307336,4
36.7807717040679,4
36.7843488044891,5
36.7889181767657,4
36.7947105505551,4
36.7989328752245,5
36.803708858213,4
36.8084680982972,4
36.812357712666,5
36.8159359644588,4
36.8201862178793,4
36.8260794441874,5
36.8320170426906,4
36.836369164046,4
36.8407084718044,4
36.8464896605059,4
36.8524648488663,4
36.8578231278789,4
36.8620472524218,4
36.8653062199386,4
36.8693892276913,5
36.8739108959498,4
36.8805985784941,4
36.8856794121432,5
36.8901899728481,4
36.894634039672,4
36.89885672911,4
36.9034112410626,5
36.9076971232169,4
36.9133455239034,4
36.9185994815015,4
36.922952499342,4
36.9268334658889,4
36.9310154259907,4
36.9363088224881,5
36.9407980653738,5
36.9443371416047,5
36.9477773157047,4
36.951827108184,5
36.9563449723075,4
36.9608736949114,4
36.9651363809295,5
36.9689245606807,5
36.9729893459405,4
36.9773072673728,4
36.9813062121705,4
36.9863199779076,5
36.9903892224881,5
36.9951469611443,5
36.9977596280202,4
37.0020686904596,6
37.005569666457,4
37.0098323552831,5
37.0148351461687,5
37.0189407218314,4
37.0220056347226,5
37.0263490858593,5
