x,y
0,-87
0.200000047683716,-87
0.400000095367432,-87
0.60200023651123,-87
0.800999879837036,-87
1.00099992752075,-85
1.20099997520447,-85
1.40100002288818,-85
1.6010000705719,-85
1.79999995231628,-85
2.00300002098083,-85
2.2020001411438,-88
2.40000009536743,-88
2.60000014305115,-88
2.79999995231628,-88
3.00099992752075,-88
3.2020001411438,-88
3.40300011634827,-87
3.60200023651123,-87
3.8030002117157,-87
4.00300002098083,-87
4.2020001411438,-87
4.40300011634827,-87
4.60200023651123,-82
4.80200028419495,-82
5.00200009346008,-82
5.2020001411438,-82
5.40300011634827,-82
5.60600018501282,-82
5.8030002117157,-88
6.00300002098083,-88
6.2039999961853,-88
6.40400004386902,-88
6.60400009155273,-88
6.80500030517578,-88
7.0050003528595,-83
7.21700000762939,-83
7.41000008583069,-83
7.6100001335144,-83
7.81000018119812,-83
8.01000022888184,-83
8.21000027656555,-83
8.41000008583069,-85
8.6100001335144,-85
8.81000018119812,-85
9.01000022888184,-85
9.21000027656555,-85
9.41000008583069,-85
9.6100001335144,-86
9.81000018119812,-86
10.0110001564026,-86
10.2110002040863,-86
10.4100000858307,-86
10.6100001335144,-86
10.8100001811981,-86
11.0199999809265,-86
11.2170000076294,-86
11.4170000553131,-86
11.6169998645782,-86
11.816999912262,-86
12.0169999599457,-84
12.239000082016,-84
12.4190001487732,-84
12.6190001964569,-84
12.819000005722,-84
13.0199999809265,-84
13.2200000286102,-86
13.4290001392365,-86
13.6230001449585,-86
13.824000120163,-86
14.0239999294281,-86
14.2230000495911,-86
14.4240000247955,-85
14.6270000934601,-85
14.8280000686646,-85
15.0300002098083,-85
15.2249999046326,-85
15.4249999523163,-85
15.625,-82
15.8250000476837,-82
16.0239999294281,-82
16.2249999046326,-82
16.4260001182556,-82
16.6260001659393,-82
16.8250000476837,-82
17.0270001888275,-82
17.2269999980927,-82
17.4270000457764,-82
17.6300001144409,-82
17.8290002346039,-82
18.0290002822876,-83
18.2300002574921,-83
18.4290001392365,-83
18.6290001869202,-83
18.8290002346039,-83
19.0290002822876,-83
19.2290003299713,-83
19.4290001392365,-83
19.6290001869202,-83
19.8300001621246,-83
20.0310001373291,-83
20.2320001125336,-83
20.433000087738,-83
20.6329998970032,-83
20.8329999446869,-83
21.0329999923706,-83
21.2330000400543,-83
21.433000087738,-83
21.6329998970032,-83
21.8329999446869,-83
22.0329999923706,-83
22.2320001125336,-83
22.4320001602173,-83
22.6329998970032,-83
22.8340001106262,-83
23.0350000858307,-86
23.2350001335144,-86
23.4350001811981,-86
23.6360001564026,-86
23.8450002670288,-86
24.0390000343323,-86
24.2400000095367,-86
24.4470000267029,-86
24.6480000019073,-86
24.8440001010895,-86
25.0430002212524,-86
25.2430000305176,-86
