x,y
0,-70
0.200000047683716,-70
0.400000095367432,-70
0.60200023651123,-70
0.812999963760376,-70
1.01400017738342,-70
1.21400022506714,-70
1.41400027275085,-70
1.61400008201599,-70
1.81700015068054,-70
2.02300000190735,-70
2.21800017356873,-70
2.41800022125244,-70
2.62600016593933,-70
2.82200026512146,-70
3.0239999294281,-70
3.22200012207031,-70
3.42200016975403,-70
3.62200021743774,-70
3.82200026512146,-70
4.02300000190735,-70
4.22200012207031,-70
4.42200016975403,-70
4.6230001449585,-70
4.82300019264221,-70
5.02300000190735,-70
5.22300004959106,-70
5.42300009727478,-70
5.6230001449585,-70
5.82300019264221,-70
6.02300000190735,-68
6.22399997711182,-68
6.42400002479553,-68
6.62400007247925,-68
6.82400012016296,-68
7.0239999294281,-68
7.22500014305115,-70
7.42500019073486,-70
7.63700008392334,-70
7.83300018310547,-70
8.03200006484985,-70
8.23200011253357,-70
8.43300032615662,-70
8.64600014686584,-70
8.83500003814697,-70
9.03699994087219,-70
9.23600006103516,-70
9.43600010871887,-70
9.63600015640259,-68
9.83599996566772,-68
10.0360000133514,-68
10.2360000610352,-68
10.4370000362396,-68
10.6360001564026,-68
10.8410003185272,-68
11.0410001277924,-68
11.2369999885559,-68
11.4390001296997,-68
11.6380002498627,-68
11.8380000591278,-68
12.039999961853,-68
12.2369999885559,-69
12.438000202179,-69
12.6390001773834,-69
12.8390002250671,-69
13.0390000343323,-69
13.239000082016,-69
13.4420001506805,-68
13.6400001049042,-68
13.8380000591278,-68
14.0390000343323,-68
14.239000082016,-68
14.4390001296997,-68
14.6390001773834,-70
14.8390002250671,-70
15.0390000343323,-70
15.239000082016,-70
15.4400000572205,-70
15.6390001773834,-70
15.8550000190735,-70
16.0540001392365,-70
16.2550001144409,-70
16.4560000896454,-70
16.6570003032684,-70
16.8559999465942,-70
17.055999994278,-68
17.2670001983643,-68
17.4630000591278,-68
17.6610000133514,-68
17.8650002479553,-68
18.065000295639,-68
18.2650003433228,-70
18.4639999866486,-70
18.6640000343323,-70
18.864000082016,-70
19.0640001296997,-70
19.2639999389648,-70
19.4660000801086,-70
19.6660001277924,-70
19.8650002479553,-70
20.065000295639,-70
20.2660002708435,-70
20.4639999866486,-70
20.6640000343323,-70
20.864000082016,-70
21.0640001296997,-70
21.2639999389648,-70
21.4650001525879,-70
21.6650002002716,-70
21.8670001029968,-68
22.065000295639,-68
22.2690000534058,-68
22.4940001964569,-68
22.6920001506805,-68
22.8919999599457,-68
23.0920000076294,-70
23.2920000553131,-70
23.4930000305176,-70
23.6920001506805,-70
23.8919999599457,-70
24.0920000076294,-70
24.2920000553131,-69
24.5030000209808,-69
24.6920001506805,-69
24.8919999599457,-69
25.0920000076294,-69
25.2920000553131,-69
25.4920001029968,-69
25.6940002441406,-70
25.8929998874664,-70
26.095999956131,-70
26.2940001487732,-70
26.4930000305176,-70
26.6930000782013,-70
26.8929998874664,-70
27.0929999351501,-70
27.2929999828339,-70
27.4950001239777,-70
27.6940002441406,-70
27.8950002193451,-70
28.0950000286102,-70
28.2960000038147,-70
28.5,-70
28.6980001926422,-70
28.8980002403259,-70
29.1050002574921,-70
29.3060002326965,-70
29.5050003528595,-70
29.7070000171661,-70
29.9050002098083,-70
30.1050002574921,-70
30.3050003051758,-70
30.5039999485016,-68
30.7039999961853,-68
30.9050002098083,-68
31.1050002574921,-68
31.3050003051758,-68
31.5110001564026,-68
31.7050001621246,-68
31.9060001373291,-68
32.1060001850128,-68
32.3060002326965,-68
32.5060002803802,-68
32.7060000896454,-68
32.9050002098083,-68
33.1050002574921,-68
33.3070001602173,-68
33.507000207901,-68
33.7089998722076,-68
33.9070000648499,-68
34.1070001125336,-69
34.3100001811981,-69
34.5060002803802,-69
34.7079999446869,-69
34.9079999923706,-69
35.1089999675751,-69
35.3070001602173,-69
35.5080001354218,-70
35.7079999446869,-70
35.9089999198914,-70
36.1169998645782,-70
36.316999912262,-70
36.5169999599457,-70
36.7180001735687,-68
36.9180002212524,-68
37.1180002689362,-68
37.3180000782013,-68
37.518000125885,-68
37.7180001735687,-68
37.9180002212524,-69
38.1180002689362,-69
38.3180000782013,-69
38.518000125885,-69
38.7180001735687,-69
38.9180002212524,-69
39.121000289917,-70
39.3220002651215,-70
39.518000125885,-70
39.746000289917,-70
39.9360001087189,-70
40.1370003223419,-70
40.3359999656677,-70
40.5370001792908,-70
40.7360000610352,-70
40.9360001087189,-70
41.1349999904633,-70
41.335000038147,-70
41.5350000858307,-70
41.7350001335144,-70
41.9350001811981,-70
42.1360001564026,-70
42.3370001316071,-70
42.5380001068115,-70
42.739000082016,-68
42.9400000572205,-68
43.1410000324249,-68
43.3400001525879,-68
43.539999961853,-68
43.7409999370575,-68
43.9409999847412,-70
44.1410000324249,-70
44.3410000801086,-70
44.5420000553131,-70
44.7420001029968,-70
44.9420001506805,-70
45.1420001983643,-68
45.342000246048,-68
45.5420000553131,-68
45.7420001029968,-68
45.9460000991821,-68
46.1450002193451,-68
46.3440001010895,-69
46.5440001487732,-69
46.7439999580383,-69
46.944000005722,-69
47.1440000534058,-69
47.3440001010895,-69
47.5480000972748,-69
47.746000289917,-69
47.9460000991821,-69
48.1450002193451,-69
48.3470001220703,-69
48.5460002422333,-69
48.746000289917,-69
48.9450001716614,-69
49.1470000743866,-69
49.3460001945496,-69
49.5460002422333,-69
49.746000289917,-69
49.9450001716614,-69
50.1460001468658,-68
50.3470001220703,-68
50.5480000972748,-68
50.7480001449585,-68
50.9479999542236,-68
51.1480000019073,-68
51.3500001430511,-68
51.5480000972748,-68
51.7480001449585,-68
51.9489998817444,-68
52.1480000019073,-68
52.3480000495911,-68
52.5480000972748,-68
52.7480001449585,-68
52.9479999542236,-68
53.1480000019073,-68
53.3480000495911,-68
53.547000169754,-68
53.7470002174377,-69
53.9470000267029,-69
54.1470000743866,-69
54.3470001220703,-69
54.5510001182556,-69
54.7480001449585,-69
54.9479999542236,-68
55.1480000019073,-68
55.3480000495911,-68
55.5480000972748,-68
55.7480001449585,-68
55.9479999542236,-68
56.1540002822876,-69
56.3650000095367,-69
56.5610003471375,-69
56.7610001564026,-69
56.9620001316071,-69
57.16100025177,-69
57.3610002994537,-68
57.5620002746582,-68
57.7620000839233,-68
57.9620001316071,-68
58.1620001792908,-68
58.3620002269745,-68
58.5620002746582,-70
58.7770001888275,-70
58.9720001220703,-70
59.1730000972748,-70
59.3740000724792,-70
59.574000120163,-70
59.7720000743866,-68
