x2_1,x2_2
0,-90
0.180683374404907,-90
0.308640003204346,-90
0.511942386627197,-90
0.61715292930603,-90
0.804171800613403,-90
0.959937572479248,-90
1.11587595939636,-90
1.23308420181274,-90
1.43262338638306,-90
1.53855872154236,-90
1.73344039916992,-90
1.85203504562378,-90
2.00420117378235,-90
2.15544033050537,-90
2.30897641181946,-90
2.46227955818176,-90
2.61537981033325,-90
2.70628142356873,-86
2.82052755355835,-86
2.97670388221741,-86
3.12705326080322,-86
3.30548024177551,-86
3.44109678268433,-86
3.592604637146,-86
3.74964475631714,-86
3.85174489021301,-86
4.0043032169342,-86
4.1649477481842,-86
4.31118631362915,-86
4.46706938743591,-86
4.62015771865845,-86
4.7755274772644,-86
4.98558449745178,-86
5.04588747024536,-87
5.18749284744263,-87
5.33972525596619,-87
5.51784634590149,-87
5.67001795768738,-87
5.80257725715637,-87
5.95512104034424,-87
6.12844657897949,-87
6.25266575813293,-89
6.36799454689026,-89
6.51927947998047,-89
6.67787647247314,-89
6.82726550102234,-89
6.98315978050232,-89
7.13733863830566,-89
7.29212355613708,-89
7.44650602340698,-89
7.55133485794067,-87
7.70682954788208,-87
7.8576774597168,-87
8.01407837867737,-87
8.16732215881348,-87
8.32139039039612,-87
8.474285364151,-87
8.63330411911011,-87
8.73112320899963,-87
8.88413333892822,-87
9.03810787200928,-87
9.19034600257874,-87
9.34715008735657,-87
9.49931693077087,-87
9.65262699127197,-87
9.80722332000732,-87
9.91021013259888,-87
10.0887241363525,-87
10.2161803245544,-87
10.3688607215881,-87
10.5253794193268,-87
10.6776008605957,-87
10.8830332756042,-87
11.0372583866119,-87
11.1931512355804,-87
11.2951328754425,-86
11.4482018947601,-86
11.6040854454041,-86
11.7569627761841,-86
11.91068816185,-86
12.0662145614624,-86
12.2200543880463,-86
12.3773500919342,-86
12.4759976863861,-86
12.6300497055054,-86
12.786568403244,-86
12.9414505958557,-86
13.0930206775665,-86
13.2470383644104,-86
13.403516292572,-86
13.5558042526245,-86
13.6597979068756,-87
13.8142216205597,-87
13.9654366970062,-87
14.1186656951904,-87
14.3030071258545,-87
14.4314813613892,-87
14.5845999717712,-87
14.7367010116577,-87
14.8677325248718,-88
14.9992859363556,-88
15.1471695899963,-88
15.3015134334564,-88
15.4560067653656,-88
15.6138768196106,-88
15.8062150478363,-88
15.9711635112762,-88
16.1260123252869,-88
16.2795679569244,-88
16.4354472160339,-88
16.5897784233093,-88
16.7669568061829,-88
16.8991162776947,-88
17.0500745773315,-88
17.2072579860687,-88
17.361798286438,-88
17.5174241065979,-88
17.6682929992676,-88
17.8214292526245,-88
17.9861509799957,-88
18.1315629482269,-88
18.283833026886,-88
18.4903151988983,-88
18.6432287693024,-88
18.7958509922028,-88
18.9513518810272,-88
19.1071517467499,-88
19.2590956687927,-88
19.4152455329895,-88
19.5672318935394,-88
19.723203420639,-88
19.9045045375824,-88
20.0296773910522,-88
20.1841244697571,-88
20.3388946056366,-88
20.4924728870392,-88
20.6498301029205,-88
20.8005321025848,-88
20.8894584178925,-86
20.9524841308594,-88
21.055614233017,-86
21.2124047279358,-86
21.3672747612,-86
21.5203399658203,-86
21.67729139328,-86
21.8292064666748,-86
21.9828479290009,-86
22.1147592067719,-88
22.2822248935699,-88
22.3958308696747,-88
22.5501239299774,-88
22.7037968635559,-88
22.8605425357819,-88
23.0133712291718,-88
23.1697773933411,-88
23.321389913559,-88
23.4762606620789,-88
23.629045009613,-87
23.785263299942,-87
23.9372265338898,-87
24.0919010639191,-87
24.2482082843781,-87
24.3992850780487,-87
24.5618398189545,-87
24.68820977211,-87
24.8173205852509,-87
24.9831945896149,-87
25.1217832565308,-87
25.2792084217072,-87
25.4278292655945,-87
25.5844676494598,-87
25.7403478622437,-87
25.8950183391571,-87
26.0498044490814,-87
26.2538454532623,-87
26.4070560932159,-87
26.5110621452332,-87
26.6635851860046,-87
26.8160412311554,-87
26.9962222576141,-87
27.1273155212402,-87
27.2826321125031,-87
27.4332265853882,-87
27.5900316238403,-87
27.7438108921051,-87
27.9014961719513,-87
28.0527014732361,-87
28.2066526412964,-87
28.3276398181915,-86
28.4287283420563,-86
28.6079232692719,-86
28.8266530036926,-86
28.9794507026672,-86
29.1332337856293,-86
29.2890992164612,-86
29.4450697898865,-86
29.543598651886,-87
29.6991193294525,-87
29.8775820732117,-87
30.0079340934753,-87
30.161150932312,-87
30.3163504600525,-87
30.4771897792816,-87
30.6219482421875,-87
30.7695167064667,-87
30.8833765983582,-87
31.0352630615234,-87
31.1913130283356,-87
31.3965735435486,-87
31.5507144927979,-87
31.706711769104,-87
31.9744470119476,-87
32.0139214992523,-87
32.1203734874725,-95
32.3183658123016,-95
32.4261577129364,-95
32.6321828365326,-95
32.7337653636932,-95
32.9836628437042,-95
33.040230512619,-95
33.2873005867004,-95
33.3503715991974,-95
33.6148166656494,-95
33.6935942173004,-95
34.0651547908783,-95
34.067409992218,-95
34.1717581748962,-95
34.393580198288,-90
34.4374477863312,-90
34.5313768386841,-86
34.7257390022278,-86
34.8367619514465,-86
35.1769173145294,-86
35.17702293396,-86
35.2979562282562,-86
35.499614238739,-86
35.6102850437164,-86
35.8223757743835,-86
35.8654828071594,-86
36.2720236778259,-86
36.2744145393372,-86
36.3249926567078,-86
36.5955321788788,-86
36.688218832016,-86
37.0408611297607,-101
37.0430037975311,-101
37.0971455574036,-101
37.5066175460815,-101
37.5279483795166,-101
37.5726211071014,-101
37.813633441925,-101
37.8756256103516,-101
38.1418476104736,-101
38.1744129657745,-101
38.3361015319824,-101
38.5875301361084,-101
38.6382069587708,-101
38.7577393054962,-88
38.913890838623,-88
39.1021888256073,-88
39.2562232017517,-88
39.3613831996918,-88
39.513730764389,-88
39.7055206298828,-88
39.8238334655762,-88
39.9766209125519,-88
40.1313667297363,-88
40.2924828529358,-88
40.4556617736816,-88
40.5498530864716,-86
40.6974895000458,-86
40.8496072292328,-86
41.0081868171692,-86
41.1581642627716,-86
41.3175640106201,-86
41.4757652282715,-86
41.6706466674805,-86
41.8293085098267,-86
41.980993270874,-86
42.1402168273926,-86
42.2921617031097,-86
42.4476406574249,-86
42.6195333003998,-86
42.7632918357849,-86
42.9111104011536,-86
43.0127458572388,-86
43.1123106479645,-88
43.2672808170319,-88
43.4188549518585,-88
43.5843145847321,-88
43.7285945415497,-88
43.8794507980347,-88
44.0376467704773,-88
44.1913216114044,-88
44.3259453773499,-88
44.4469368457794,-88
44.6013000011444,-88
44.7556371688843,-88
44.9084825515747,-88
45.063280582428,-88
45.2198820114136,-88
45.3716142177582,-88
45.5182814598083,-88
45.6294207572937,-88
45.7836062908173,-88
45.9741644859314,-88
46.0890898704529,-88
46.2423260211945,-88
46.4275050163269,-88
46.5538077354431,-88
46.7205166816711,-88
46.8659207820892,-88
47.0162162780762,-88
47.1724188327789,-88
47.3246552944183,-88
47.4799869060516,-88
47.6374397277832,-88
47.7891278266907,-88
47.9221396446228,-86
48.0444209575653,-86
48.199000120163,-86
48.3983948230743,-86
48.5094380378723,-86
48.6660957336426,-86
48.8172895908356,-86
48.9723269939423,-86
49.1227786540985,-88
49.2293479442596,-88
49.385758638382,-88
49.5367052555084,-88
49.6924149990082,-88
49.8459885120392,-88
50.0375320911407,-88
50.1541438102722,-88
50.307843208313,-88
50.410519361496,-89
50.5640506744385,-89
50.719390630722,-89
50.8735249042511,-89
51.0267648696899,-89
51.1841278076172,-89
51.3368144035339,-89
51.5028665065765,-89
51.5982947349548,-89
51.7494158744812,-89
51.9053063392639,-89
52.0575096607208,-89
52.2098877429962,-89
52.3657479286194,-89
52.5209476947784,-89
52.6789503097534,-89
52.7812876701355,-88
52.9325077533722,-88
53.0884737968445,-88
53.2376818656921,-88
53.3954515457153,-88
53.5468850135803,-88
53.7026450634003,-88
53.8564839363098,-88
54.0147261619568,-88
54.1533648967743,-97
54.2660226821899,-97
54.4244554042816,-97
54.6293971538544,-97
54.7808694839478,-97
54.9420099258423,-97
55.0914711952209,-97
55.2456758022308,-97
55.3498175144196,-86
55.5022051334381,-86
55.6555113792419,-86
55.8106679916382,-86
55.9650599956512,-86
56.1191349029541,-86
56.3394484519958,-86
56.4319493770599,-86
56.5396494865417,-86
56.6832149028778,-86
56.8516063690186,-86
57.0450949668884,-86
57.1984651088715,-86
57.3532607555389,-86
57.5092883110046,-86
57.6602392196655,-86
57.8130655288696,-86
57.9669508934021,-86
58.1229696273804,-86
58.2734117507935,-86
58.4065284729004,-89
58.5487644672394,-89
58.6885328292847,-89
58.8431453704834,-89
58.9507386684418,-89
59.0994579792023,-89
59.2539687156677,-89
59.4445629119873,-89
59.5638415813446,-89
59.7177865505219,-89
59.8708729743958,-89
60.0275251865387,-89
60.179680109024,-89
60.3397932052612,-89
60.486377954483,-89
60.5918350219727,-89
60.7466778755188,-89
60.9257695674896,-89
61.0567238330841,-89
61.2087531089783,-89
61.3632702827454,-89
61.5169038772583,-89
61.7115793228149,-89
61.8244504928589,-89
61.9803113937378,-89
62.185290813446,-89
62.3386731147766,-89
62.4930155277252,-89
62.6491711139679,-89
62.8003118038177,-89
62.9559605121613,-89
63.1129426956177,-89
63.265031337738,-89
63.4173090457916,-89
63.5708296298981,-89
63.7318031787872,-89
63.7873430252075,-88
63.882182598114,-87
64.0343067646027,-87
64.1921138763428,-87
64.3475284576416,-87
64.5318827629089,-87
64.6948537826538,-87
64.859806060791,-87
65.0205688476562,-87
65.1662535667419,-89
65.269770860672,-89
65.4253222942352,-89
65.5814719200134,-89
65.7339644432068,-89
65.8889453411102,-89
66.0404415130615,-89
66.1998574733734,-89
66.3580565452576,-89
66.4533941745758,-99
66.6145749092102,-99
66.8045446872711,-99
66.9177944660187,-99
67.0696816444397,-99
67.2793660163879,-99
67.4319894313812,-99
67.589161157608,-99
67.7406921386719,-99
67.894891500473,-99
68.0719695091248,-99
68.2038125991821,-99
68.3631417751312,-99
68.510372877121,-99
68.6171133518219,-86
68.7751369476318,-87
68.8714027404785,-87
69.0241119861603,-87
69.1823704242706,-87
69.3357264995575,-87
69.5044236183167,-87
69.6410031318665,-87
69.8472666740417,-87
70.0012700557709,-87
70.1092681884766,-87
70.2586627006531,-87
70.4135708808899,-87
70.5657391548157,-87
70.7191812992096,-87
70.913405418396,-87
71.028156042099,-87
71.1780505180359,-86
71.2832877635956,-86
71.4394428730011,-86
71.5919868946075,-86
71.7457678318024,-86
71.9005842208862,-86
72.07457280159,-86
72.2091636657715,-86
72.4151401519775,-86
72.5179059505463,-86
72.6731991767883,-86
72.8272681236267,-86
73.0004770755768,-86
73.1357638835907,-86
73.2883632183075,-86
73.4423983097076,-86
73.5990934371948,-86
73.6994364261627,-96
74.0915036201477,-96
74.0916383266449,-96
74.1643049716949,-96
74.3161859512329,-96
74.472324848175,-96
74.6254386901855,-96
74.7787551879883,-96
74.9700734615326,-96
75.0882403850555,-97
75.243243932724,-97
75.3957388401031,-97
75.5588998794556,-97
75.7086563110352,-97
75.861720085144,-97
76.0435514450073,-97
76.1691749095917,-97
76.2698142528534,-99
76.4378440380096,-99
76.5798935890198,-99
76.7317571640015,-99
76.8918995857239,-99
77.0435259342194,-99
77.1962430477142,-99
77.3485770225525,-99
77.4531135559082,-99
77.6823737621307,-99
77.8137657642365,-99
77.966493844986,-99
78.1293475627899,-99
78.2747781276703,-99
78.4297428131104,-99
78.5814261436462,-99
78.7388651371002,-99
78.8980729579926,-99
79.0475375652313,-99
79.2060446739197,-99
79.3544592857361,-99
79.5126845836639,-99
79.6626937389374,-99
79.7724390029907,-88
79.8678719997406,-97
80.0324018001556,-97
80.2296493053436,-97
80.3813104629517,-97
80.5375640392303,-97
80.7173957824707,-97
80.8843839168549,-97
81.0008170604706,-97
81.1921672821045,-97
81.3099825382233,-97
81.4617676734924,-97
81.6171412467957,-97
81.7725992202759,-97
81.9266040325165,-97
82.083060503006,-97
82.2379100322723,-90
82.3387362957001,-90
82.4411008358002,-87
82.599933385849,-87
82.8026578426361,-87
82.9542331695557,-87
83.1158409118652,-87
83.2986645698547,-87
83.4169936180115,-87
83.5701766014099,-87
83.6729881763458,-88
83.8294517993927,-88
83.9823896884918,-88
84.1367526054382,-88
84.2884919643402,-88
84.4457013607025,-88
84.5979788303375,-88
84.75718998909,-88
84.8572409152985,-96
85.0097672939301,-96
85.1639003753662,-96
85.3857159614563,-96
85.5245656967163,-96
85.6788713932037,-96
85.83771276474,-96
85.9878463745117,-96
86.092146396637,-87
86.2447845935822,-87
86.4005889892578,-87
86.5551567077637,-87
86.706850528717,-87
86.8623523712158,-87
87.0163972377777,-87
87.1715483665466,-87
87.2735414505005,-88
87.4664354324341,-88
87.5841870307922,-88
87.7409811019897,-88
87.8929402828217,-88
88.0475378036499,-88
88.2230365276337,-88
88.378692150116,-88
88.4608035087585,-86
88.6141946315765,-86
88.7710444927216,-86
88.9247660636902,-86
89.0762348175049,-86
89.2298173904419,-86
89.3849558830261,-86
89.5391621589661,-86
89.6556973457336,-88
89.7979154586792,-88
89.9580488204956,-88
90.1046769618988,-88
90.2648589611053,-88
90.4671907424927,-88
90.6611666679382,-88
90.780029296875,-88
90.9307563304901,-88
91.0841391086578,-88
91.2411575317383,-88
91.3953113555908,-88
91.5484964847565,-88
91.701176404953,-88
91.8563582897186,-88
92.0086805820465,-88
92.1112508773804,-89
92.226190328598,-86
92.3707268238068,-86
92.5269045829773,-86
92.6841847896576,-86
92.8591656684875,-86
93.0423002243042,-86
93.19580078125,-86
93.3528923988342,-86
93.454193353653,-101
93.6077389717102,-101
93.7630088329315,-101
93.9160399436951,-101
94.0711352825165,-101
94.2240195274353,-101
94.4010014533997,-101
94.5393400192261,-101
94.6360337734222,-101
94.7895615100861,-101
94.944283246994,-101
95.1005871295929,-101
95.2559657096863,-101
95.4090535640717,-101
95.5663397312164,-101
95.7787985801697,-101
95.8368079662323,-89
95.9802119731903,-89
96.1298580169678,-89
96.2830519676208,-89
96.4365403652191,-89
96.5938642024994,-89
96.7478244304657,-89
96.9001445770264,-89
97.0520052909851,-89
97.1567413806915,-89
97.3087937831879,-89
97.462388753891,-89
97.6170656681061,-89
97.7874572277069,-89
97.9254975318909,-89
98.0799686908722,-89
98.2876713275909,-88
98.4527592658997,-88
98.6496756076813,-88
98.8072757720947,-88
98.9648225307465,-88
99.1137800216675,-88
99.2655348777771,-88
99.425901889801,-88
99.5206658840179,-82
99.6773946285248,-82
99.8523638248444,-82
99.9901711940765,-82
100.165512084961,-82
100.296247005463,-82
100.448900938034,-82
100.608861684799,-82
100.758275508881,-82
100.915032863617,-82
101.071173906326,-82
101.22665810585,-82
101.378004074097,-82
101.532679796219,-82
101.68655705452,-82
101.840751647949,-82
101.942630767822,-81
102.053370952606,-81
102.198180437088,-81
102.352518558502,-81
102.509780168533,-81
102.660809278488,-81
102.865624904633,-81
102.968446731567,-81
103.134576797485,-81
103.277287721634,-81
103.487049341202,-81
103.640298128128,-81
103.827701807022,-81
103.978821992874,-81
104.105429410934,-81
104.258132696152,-81
104.479724645615,-87
104.481926679611,-87
105.09365272522,-87
105.09570813179,-87
105.095825433731,-87
105.101840019226,-87
105.291921615601,-87
105.49417090416,-87
105.547239780426,-87
105.688212394714,-84
105.853239059448,-84
106.050038814545,-84
106.244196653366,-84
106.288284301758,-84
106.542102098465,-84
106.578231573105,-84
106.74302983284,-84
106.92323756218,-84
107.117034435272,-84
107.194985628128,-84
107.350305318832,-84
107.511099338531,-84
107.756496191025,-84
107.900709867477,-84
107.969307184219,-84
108.391890048981,-79
108.394244909286,-79
108.394557714462,-79
108.573916196823,-79
108.636945486069,-79
108.796897411346,-79
108.971820354462,-79
109.165226221085,-79
109.254591703415,-79
109.368437290192,-84
109.58350944519,-84
109.667056322098,-84
109.884792566299,-84
109.972456693649,-84
110.136697769165,-84
110.283027887344,-84
110.480445623398,-84
110.591664791107,-84
110.748606204987,-84
110.901992321014,-84
111.110866308212,-84
111.263830661774,-84
111.414519548416,-84
111.567885875702,-84
111.72333407402,-84
111.842005252838,-81
111.979420900345,-81
112.134508609772,-81
112.286191940308,-81
112.453847408295,-79
112.597021341324,-79
112.755880594254,-79
112.853280544281,-79
113.074959278107,-79
113.108999013901,-79
113.263413667679,-79
113.417913675308,-79
113.573171615601,-79
113.723422050476,-79
113.974274873734,-79
114.034939527512,-79
114.298294067383,-95
114.300655126572,-95
114.445596218109,-95
114.599267721176,-95
114.753271818161,-95
114.906355857849,-95
115.186223506927,-95
115.216125249863,-95
115.369908094406,-95
115.525680780411,-95
115.629137277603,-79
115.812245130539,-79
115.938053846359,-79
116.124194860458,-79
116.434141159058,-79
116.450044631958,-79
116.605432271957,-79
116.758120298386,-79
117.058037519455,-79
117.065969944,-79
117.220053195953,-79
117.379586696625,-79
117.544134616852,-79
117.741353273392,-79
117.837377548218,-79
117.996559143066,-79
118.146672487259,-79
118.30782866478,-79
118.454882144928,-79
118.620032310486,-79
118.765083551407,-79
118.933402061462,-79
119.080106735229,-79
119.247202396393,-79
119.385919570923,-79
119.555814981461,-79
119.700366973877,-79
119.879576683044,-79
119.99911737442,-79
120.180728435516,-79
120.308739900589,-79
120.493602514267,-85
120.510070085526,-86
120.565190553665,-86
120.80242729187,-86
120.924823760986,-86
121.114311695099,-86
121.181834459305,-86
121.42621421814,-86
121.542588472366,-86
121.676349401474,-96
121.800655126572,-96
121.952096939087,-96
122.108914613724,-96
122.2608897686,-96
122.419692277908,-96
122.567040205002,-96
122.73184299469,-96
122.877737760544,-96
122.97935962677,-86
123.193659067154,-86
123.287407875061,-86
123.44330239296,-86
123.594738960266,-86
123.752059698105,-86
123.957583904266,-86
124.108955383301,-86
124.213658332825,-98
124.3924741745,-98
124.522388935089,-98
124.675546884537,-98
124.835338115692,-98
124.9849421978,-98
125.165770053864,-98
125.354107141495,-98
125.483050823212,-96
125.548554182053,-96
125.705431461334,-96
125.857298135757,-96
126.010501384735,-96
126.163962602615,-96
126.317594051361,-96
126.473531723022,-96
126.628214836121,-96
126.78048324585,-94
126.974375724792,-94
127.090510845184,-94
127.2479429245,-94
127.396941900253,-94
127.555738925934,-94
127.706547260284,-94
127.862411499023,-94
127.962786436081,-85
128.118234872818,-85
128.273043632507,-85
128.426994800568,-85
128.601518630981,-85
128.736123323441,-85
128.892881631851,-85
129.046394109726,-85
129.151755332947,-78
129.303240060806,-78
129.459147691727,-78
129.612890720367,-78
129.766385793686,-78
129.922006368637,-78
130.076589584351,-78
130.229123830795,-78
130.333667039871,-83
130.488023042679,-83
130.671748161316,-83
130.841018676758,-83
130.952558994293,-83
131.104638576508,-83
131.259154081345,-83
131.414942502975,-83
131.573365211487,-83
131.722594261169,-83
131.900958538055,-83
132.047169923782,-83
132.136031866074,-75
132.289795160294,-75
132.443648576736,-75
132.599217414856,-75
132.721147537231,-78
132.85697054863,-78
133.009425163269,-78
133.162865161896,-78
133.319500923157,-78
133.511786699295,-78
133.628242254257,-78
133.786326169968,-78
133.936393976212,-78
134.039510965347,-75
134.196334838867,-75
134.455832242966,-75
134.556695222855,-75
134.709476470947,-75
134.864997148514,-75
135.018099784851,-75
135.173652172089,-75
135.326756000519,-75
135.519522190094,-75
135.634243965149,-75
135.789567470551,-75
135.943682909012,-75
136.100166320801,-75
136.261038541794,-75
136.391576290131,-82
136.510028839111,-82
136.611451625824,-80
136.771609306335,-80
136.921915054321,-80
137.075814008713,-80
137.230178356171,-80
137.385010719299,-80
137.537266492844,-80
137.693219423294,-80
137.796497344971,-76
137.948996305466,-76
138.103416204453,-76
138.258901834488,-76
138.43075966835,-76
138.564526557922,-76
138.719439029694,-76
138.875648498535,-76
138.979447603226,-80
139.131752490997,-80
139.337819814682,-80
139.489829063416,-80
139.644647598267,-80
139.799520730972,-80
139.954246520996,-80
140.108813285828,-80
140.209543228149,-81
140.362633228302,-81
140.518453359604,-81
140.672700881958,-81
140.825903654099,-81
140.982964038849,-81
141.136171579361,-81
141.287721633911,-81
141.389302015305,-76
141.575103759766,-76
141.735601663589,-76
141.854524374008,-76
142.059694766998,-76
142.212646484375,-76
142.367658615112,-76
142.512303829193,-75
142.621900558472,-75
142.777844905853,-75
142.93496131897,-75
143.083992481232,-75
143.239730358124,-75
143.392621278763,-75
143.547585964203,-75
143.715357065201,-75
143.864913702011,-75
144.017278909683,-75
144.172926902771,-75
144.3221783638,-75
144.530218839645,-75
144.686262607574,-75
144.83779668808,-75
144.941637992859,-81
145.046089887619,-81
145.193801641464,-81
145.349855422974,-81
145.504259109497,-81
145.66078042984,-81
145.812309026718,-81
145.963906526566,-81
146.118407964706,-81
146.22003698349,-76
146.386215686798,-76
146.556326150894,-76
146.684211015701,-76
146.835641860962,-76
146.99383020401,-76
147.146470308304,-76
147.30437207222,-76
147.403581142426,-78
147.557997703552,-78
147.710281610489,-78
147.870686769485,-78
148.02366566658,-78
148.265335559845,-78
148.336580753326,-78
148.484625101089,-78
148.644123077393,-78
148.743319988251,-78
148.896384954453,-78
149.049019575119,-78
149.203529596329,-78
149.35841178894,-78
149.514489173889,-78
149.716567516327,-78
149.92551779747,-78
150.028788805008,-76
150.183960914612,-76
150.338284015656,-76
150.493722438812,-76
150.666250228882,-76
150.80064201355,-76
150.955705404282,-76
151.110269069672,-76
151.210445404053,-74
151.366061687469,-74
151.518290042877,-74
151.672202110291,-74
151.826220989227,-74
152.023675441742,-74
152.339277744293,-82
152.425827264786,-82
152.425862312317,-82
152.545605659485,-82
152.748403310776,-82
152.852655887604,-82
153.079571008682,-82
153.162012338638,-82
153.404934406281,-82
153.474985837936,-82
153.573678016663,-82
153.777866601944,-82
154.0597615242,-82
154.087627887726,-82
154.242615222931,-82
154.393594264984,-82
154.550788640976,-82
154.718237161636,-82
154.863241672516,-83
155.042908191681,-83
155.167978286743,-83
155.495807170868,-83
155.495914936066,-83
155.644720554352,-83
155.819980144501,-83
155.937861680984,-83
156.1510617733,-83
156.283442974091,-83
156.471411466599,-83
156.559765338898,-83
156.919095039368,-83
156.921195268631,-83
157.018008708954,-83
157.202682971954,-76
157.241035699844,-76
157.381105422974,-76
157.569921970367,-76
157.749923706055,-76
157.88926076889,-76
157.995022773743,-76
158.213882684708,-76
158.366174697876,-76
158.657841205597,-76
158.660210609436,-76
158.713740110397,-76
158.984300613403,-76
159.02182507515,-76
159.318672895432,-76
159.366860628128,-76
159.486627817154,-76
159.642820119858,-76
159.750915050507,-77
159.901417255402,-77
160.055939912796,-77
160.210981607437,-77
160.362556934357,-77
160.515819072723,-77
160.683821678162,-77
160.836362838745,-77
160.953840017319,-83
161.079160451889,-83
161.232574224472,-83
161.388173818588,-83
161.54048705101,-83
161.697937965393,-83
161.85116648674,-83
162.025173664093,-83
162.15490603447,-83
162.258373022079,-83
162.516228437424,-83
162.669749975204,-83
162.823655605316,-83
162.981498479843,-83
163.134984254837,-83
163.285831928253,-83
163.392872095108,-77
163.546166658401,-77
163.698229551315,-77
163.856561183929,-77
164.01127076149,-77
164.163172245026,-77
164.352041244507,-77
164.470760345459,-77
164.625478982925,-77
164.778336524963,-77
164.934776067734,-77
165.087513685226,-77
165.241473436356,-77
165.394527673721,-77
165.561830043793,-77
165.684129238129,-86
165.778015613556,-79
165.908247709274,-79
166.063585519791,-79
166.219033002853,-79
166.371508359909,-79
166.563750743866,-79
166.681967973709,-79
166.838973045349,-79
166.970734596252,-73
167.093261003494,-73
167.247985601425,-73
167.399927616119,-73
167.558301925659,-73
167.738728284836,-73
167.890158176422,-73
168.020359277725,-73
168.174428701401,-73
168.276982784271,-77
168.4344830513,-77
168.590948343277,-77
168.74146938324,-77
168.892481803894,-77
169.04857635498,-77
169.205801963806,-77
169.356839418411,-77
169.465294599533,-75
169.616819143295,-75
169.7684237957,-75
169.923601865768,-75
170.080232143402,-75
170.247814893723,-75
170.389690876007,-75
170.54455447197,-75
170.695007801056,-75
170.83603644371,-77
170.953536987305,-77
171.106873989105,-77
171.261306762695,-77
171.412099599838,-77
171.56852555275,-77
171.722565412521,-77
171.895911216736,-77
171.990431308746,-75
172.134167909622,-75
172.287168979645,-75
172.440272569656,-75
172.598347902298,-75
172.749334096909,-75
172.9022128582,-75
173.06377696991,-75
173.177227020264,-77
173.314619541168,-77
173.469555854797,-77
173.622136592865,-77
173.779138088226,-77
173.932250022888,-77
174.08526134491,-77
174.241209745407,-77
174.385489940643,-77
174.499730825424,-77
174.658179759979,-77
174.806421518326,-77
174.960454463959,-77
175.113760948181,-77
175.27278637886,-77
175.423011541367,-77
175.577617883682,-77
175.678776979446,-75
175.835290908813,-75
175.987031698227,-75
176.141446113586,-75
176.297147274017,-75
176.450222015381,-75
176.604060411453,-75
176.766903400421,-75
176.860441923141,-76
177.016272544861,-76
177.168344020844,-76
177.322628498077,-76
177.481294393539,-76
177.638500452042,-76
177.783210992813,-76
177.990045070648,-76
178.092383861542,-77
178.262812852859,-77
178.400485038757,-77
178.556741952896,-77
178.708961963654,-77
178.885282516479,-77
179.065964221954,-77
179.173042058945,-77
179.325872421265,-77
179.481340169907,-77
179.636541366577,-77
179.792198896408,-77
180.114751815796,-77
180.114870548248,-77
180.253350973129,-77
180.409003257751,-77
180.512577295303,-77
180.614201307297,-77
180.76824092865,-77
180.92353272438,-77
181.077404737473,-77
181.229770183563,-77
181.384518146515,-77
181.540958881378,-77
181.694694280624,-77
181.799914360046,-79
181.955137252808,-79
182.108424663544,-79
182.259288311005,-79
182.417510032654,-79
182.574419975281,-79
182.725607633591,-79
182.879141330719,-79
182.991053104401,-76
183.18688082695,-76
183.339705467224,-76
183.507929325104,-76
183.64829826355,-76
183.803106784821,-76
183.959205627441,-76
184.121399641037,-76
184.214059352875,-77
184.368346691132,-77
184.523171663284,-77
184.67849946022,-77
184.830383062363,-77
184.988047838211,-77
185.177042722702,-77
185.29292345047,-77
185.403743267059,-81
185.54677271843,-81
185.754281520844,-81
185.907536029816,-81
186.062221050262,-81
186.218595743179,-81
186.373226881027,-81
186.551041603088,-81
186.682595491409,-81
