
# Surface 0 of 1 surfaces

# Curve title: "'TikzDaten/Verteilung.dat'"
# IsoCurve 0, 42 points
# x y z type
3.3276596e+01 4.4560976e+01 1.6692516e-03 i
3.3276596e+01 4.5707317e+01 -6.3962780e-03 i
3.3276596e+01 4.6853659e+01 1.4194457e-02 i
3.3276596e+01 4.8000000e+01 8.8060622e-03 i

# IsoCurve 11, 42 points
# x y z type
3.2404255e+01 1.0000000e+00 1.0065795e+00 i
3.2404255e+01 2.1463415e+00 -1.1133585e+01 i
3.2404255e+01 3.2926829e+00 5.1086920e+01 i
3.2404255e+01 4.4390244e+00 7.0065217e+02 i
3.2404255e+01 5.5853659e+00 9.2211847e+02 i
3.2404255e+01 6.7317073e+00 1.3271907e+02 i
3.2404255e+01 7.8780488e+00 -3.8064286e+01 i
3.2404255e+01 9.0243902e+00 -4.6861314e+01 i
3.2404255e+01 1.0170732e+01 -1.0379329e+01 i
3.2404255e+01 1.1317073e+01 2.7150345e+00 i
3.2404255e+01 1.2463415e+01 -7.5621806e-01 i
3.2404255e+01 1.3609756e+01 1.2168822e-01 i
3.2404255e+01 1.4756098e+01 -5.3030579e-02 i
3.2404255e+01 1.5902439e+01 -1.7269902e-02 i
3.2404255e+01 1.7048780e+01 -7.7325932e-03 i
3.2404255e+01 1.8195122e+01 -1.2913647e-03 i
3.2404255e+01 1.9341463e+01 -5.0540052e-05 i
3.2404255e+01 2.0487805e+01 -5.7871747e-05 i
3.2404255e+01 2.1634146e+01 -3.9825289e-05 i
3.2404255e+01 2.2780488e+01 -1.7023626e-05 i
3.2404255e+01 2.3926829e+01 -1.2402810e-05 i
3.2404255e+01 2.5073171e+01 -2.1714933e-05 i
3.2404255e+01 2.6219512e+01 -3.4034100e-05 i
3.2404255e+01 2.7365854e+01 -3.4723580e-05 i
3.2404255e+01 2.8512195e+01 -2.3310853e-05 i
3.2404255e+01 2.9658537e+01 -1.1502108e-05 i
3.2404255e+01 3.0804878e+01 -5.2990239e-06 i
3.2404255e+01 3.1951220e+01 -1.5424151e-06 i
3.2404255e+01 3.3097561e+01 7.4753160e-06 i
3.2404255e+01 3.4243902e+01 3.6089204e-05 i
3.2404255e+01 3.5390244e+01 9.3129971e-05 i
3.2404255e+01 3.6536585e+01 1.5327281e-04 i
3.2404255e+01 3.7682927e+01 1.6848659e-04 i
3.2404255e+01 3.8829268e+01 1.2777822e-04 i
3.2404255e+01 3.9975610e+01 6.7446853e-05 i
3.2404255e+01 4.1121951e+01 2.0357982e-05 i
3.2404255e+01 4.2268293e+01 9.0123532e-05 i
3.2404255e+01 4.3414634e+01 -4.0236393e-04 i
3.2404255e+01 4.4560976e+01 1.9776318e-03 i
3.2404255e+01 4.5707317e+01 -7.1512233e-03 i
3.2404255e+01 4.6853659e+01 1.2553840e-02 i
3.2404255e+01 4.8000000e+01 1.4716750e-02 i

# IsoCurve 12, 42 points
# x y z type
3.1531915e+01 1.0000000e+00 -4.6586188e-01 i
3.1531915e+01 2.1463415e+00 3.8565361e+00 i
3.1531915e+01 3.2926829e+00 -5.9793598e+01 i
3.1531915e+01 4.4390244e+00 1.1572442e+02 i
3.1531915e+01 5.5853659e+00 4.2453470e+01 i
3.1531915e+01 6.7317073e+00 5.5798298e+01 i
3.1531915e+01 7.8780488e+00 1.4690097e+01 i
3.1531915e+01 9.0243902e+00 3.0255072e+02 i
3.1531915e+01 1.0170732e+01 -1.6604087e+01 i
3.1531915e+01 1.1317073e+01 6.0740284e+00 i
3.1531915e+01 1.2463415e+01 -1.3219912e+00 i
3.1531915e+01 1.3609756e+01 4.0378389e-01 i
3.1531915e+01 1.4756098e+01 7.8915403e-02 i
3.1531915e+01 1.5902439e+01 8.8191516e-02 i
3.1531915e+01 1.7048780e+01 2.4872830e-02 i
3.1531915e+01 1.8195122e+01 2.1895756e-03 i
3.1531915e+01 1.9341463e+01 1.5256752e-05 i
3.1531915e+01 2.0487805e+01 3.3745676e-04 i
3.1531915e+01 2.1634146e+01 1.6915686e-04 i
3.1531915e+01 2.2780488e+01 4.9685751e-05 i
3.1531915e+01 2.3926829e+01 4.2224242e-05 i
3.1531915e+01 2.5073171e+01 8.3021038e-05 i
3.1531915e+01 2.6219512e+01 1.4553656e-04 i
3.1531915e+01 2.7365854e+01 1.5631514e-04 i
3.1531915e+01 2.8512195e+01 9.9733458e-05 i
3.1531915e+01 2.9658537e+01 4.4081657e-05 i
3.1531915e+01 3.0804878e+01 1.9421755e-05 i
3.1531915e+01 3.1951220e+01 7.0422197e-06 i
3.1531915e+01 3.3097561e+01 -2.1277086e-05 i
3.1531915e+01 3.4243902e+01 -1.3234654e-04 i
3.1531915e+01 3.5390244e+01 -3.9829219e-04 i
3.1531915e+01 3.6536585e+01 -6.9829290e-04 i
3.1531915e+01 3.7682927e+01 -7.5049851e-04 i
3.1531915e+01 3.8829268e+01 -5.2800261e-04 i
3.1531915e+01 3.9975610e+01 -2.4776580e-04 i
3.1531915e+01 4.1121951e+01 -1.1190791e-04 i
3.1531915e+01 4.2268293e+01 8.8385444e-06 i
3.1531915e+01 4.3414634e+01 -5.9157084e-04 i
3.1531915e+01 4.4560976e+01 2.4472417e-03 i
3.1531915e+01 4.5707317e+01 -8.6201972e-03 i
3.1531915e+01 4.6853659e+01 1.3716400e-02 i
3.1531915e+01 4.8000000e+01 1.9670925e-02 i

# IsoCurve 13, 42 points
# x y z type
3.0659574e+01 1.0000000e+00 -2.3490494e-01 i
3.0659574e+01 2.1463415e+00 3.0473075e+00 i
3.0659574e+01 3.2926829e+00 -1.2839885e+01 i
3.0659574e+01 4.4390244e+00 1.6204559e+02 i
3.0659574e+01 5.5853659e+00 9.6543105e+01 i
3.0659574e+01 6.7317073e+00 4.6317114e+02 i
3.0659574e+01 7.8780488e+00 6.9664518e+01 i
3.0659574e+01 9.0243902e+00 5.8380565e+02 i
3.0659574e+01 1.0170732e+01 -2.6093544e+01 i
3.0659574e+01 1.1317073e+01 7.6178129e+00 i
3.0659574e+01 1.2463415e+01 -2.5194933e+00 i
3.0659574e+01 1.3609756e+01 -3.8088843e-02 i
3.0659574e+01 1.4756098e+01 -5.2104576e-01 i
3.0659574e+01 1.5902439e+01 -2.8788480e-01 i
3.0659574e+01 1.7048780e+01 -6.2852958e-02 i
3.0659574e+01 1.8195122e+01 1.7089258e-03 i
3.0659574e+01 1.9341463e+01 -1.1203778e-03 i
3.0659574e+01 2.0487805e+01 -1.6943379e-03 i
3.0659574e+01 2.1634146e+01 -2.7801400e-04 i
3.0659574e+01 2.2780488e+01 -2.2985376e-04 i
3.0659574e+01 2.3926829e+01 -1.0300486e-04 i
3.0659574e+01 2.5073171e+01 -2.6881552e-04 i
3.0659574e+01 2.6219512e+01 -5.4055278e-04 i
3.0659574e+01 2.7365854e+01 -6.0426446e-04 i
3.0659574e+01 2.8512195e+01 -3.5921935e-04 i
3.0659574e+01 2.9658537e+01 -1.4035629e-04 i
3.0659574e+01 3.0804878e+01 -6.3349035e-05 i
3.0659574e+01 3.1951220e+01 -2.6825003e-05 i
3.0659574e+01 3.3097561e+01 4.3502454e-05 i
3.0659574e+01 3.4243902e+01 3.8677100e-04 i
3.0659574e+01 3.5390244e+01 1.4186167e-03 i
3.0659574e+01 3.6536585e+01 2.6999831e-03 i
3.0659574e+01 3.7682927e+01 2.8411154e-03 i
3.0659574e+01 3.8829268e+01 1.8604730e-03 i
3.0659574e+01 3.9975610e+01 7.7244410e-04 i
3.0659574e+01 4.1121951e+01 2.5946045e-04 i
3.0659574e+01 4.2268293e+01 4.1360858e-04 i
3.0659574e+01 4.3414634e+01 -4.1096838e-04 i
3.0659574e+01 4.4560976e+01 3.2550060e-03 i
3.0659574e+01 4.5707317e+01 -1.1863810e-02 i
3.0659574e+01 4.6853659e+01 2.0990957e-02 i
3.0659574e+01 4.8000000e+01 2.1737543e-02 i

# IsoCurve 14, 42 points
# x y z type
2.9787234e+01 1.0000000e+00 -1.6885888e-02 i
2.9787234e+01 2.1463415e+00 4.9405389e-01 i
2.9787234e+01 3.2926829e+00 -5.7679352e+00 i
2.9787234e+01 4.4390244e+00 -1.3075919e+00 i
2.9787234e+01 5.5853659e+00 -6.5495287e+01 i
2.9787234e+01 6.7317073e+00 4.9085502e+02 i
2.9787234e+01 7.8780488e+00 9.9700374e+01 i
2.9787234e+01 9.0243902e+00 2.3170987e+02 i
2.9787234e+01 1.0170732e+01 -2.4872907e+01 i
2.9787234e+01 1.1317073e+01 1.0390800e+01 i
2.9787234e+01 1.2463415e+01 -2.1902661e-01 i
2.9787234e+01 1.3609756e+01 1.3720436e+00 i
2.9787234e+01 1.4756098e+01 1.5378284e+00 i
2.9787234e+01 1.5902439e+01 8.1378871e-01 i
2.9787234e+01 1.7048780e+01 7.5412970e-02 i
2.9787234e+01 1.8195122e+01 -1.3121076e-02 i
2.9787234e+01 1.9341463e+01 1.5125718e-02 i
2.9787234e+01 2.0487805e+01 -6.0184905e-04 i
2.9787234e+01 2.1634146e+01 2.5436097e-03 i
2.9787234e+01 2.2780488e+01 1.8032809e-04 i
2.9787234e+01 2.3926829e+01 2.5962911e-04 i
2.9787234e+01 2.5073171e+01 6.8959431e-04 i
2.9787234e+01 2.6219512e+01 1.6698487e-03 i
2.9787234e+01 2.7365854e+01 1.9903601e-03 i
2.9787234e+01 2.8512195e+01 1.0609869e-03 i
2.9787234e+01 2.9658537e+01 3.4947625e-04 i
2.9787234e+01 3.0804878e+01 1.7698970e-04 i
2.9787234e+01 3.1951220e+01 7.6105472e-05 i
2.9787234e+01 3.3097561e+01 -5.6303931e-05 i
2.9787234e+01 3.4243902e+01 -8.3973546e-04 i
2.9787234e+01 3.5390244e+01 -4.1544847e-03 i
2.9787234e+01 3.6536585e+01 -8.8878512e-03 i
2.9787234e+01 3.7682927e+01 -9.0422678e-03 i
2.9787234e+01 3.8829268e+01 -5.3764480e-03 i
2.9787234e+01 3.9975610e+01 -1.8688813e-03 i
2.9787234e+01 4.1121951e+01 -5.5979634e-04 i
2.9787234e+01 4.2268293e+01 -7.7452090e-04 i
2.9787234e+01 4.3414634e+01 -1.9383144e-03 i
2.9787234e+01 4.4560976e+01 4.5524501e-03 i
2.9787234e+01 4.5707317e+01 -1.6646470e-02 i
2.9787234e+01 4.6853659e+01 3.9671417e-02 i
2.9787234e+01 4.8000000e+01 1.8413740e-02 i

# IsoCurve 15, 42 points
# x y z type
2.8914894e+01 1.0000000e+00 2.6016019e-03 i
2.8914894e+01 2.1463415e+00 1.5425259e-01 i
2.8914894e+01 3.2926829e+00 -3.5467063e-01 i
2.8914894e+01 4.4390244e+00 1.8870811e+00 i
2.8914894e+01 5.5853659e+00 -6.4701877e+00 i
2.8914894e+01 6.7317073e+00 -5.4491970e+01 i
2.8914894e+01 7.8780488e+00 3.6485512e+02 i
2.8914894e+01 9.0243902e+00 7.4733776e-01 i
2.8914894e+01 1.0170732e+01 -9.5027532e+00 i
2.8914894e+01 1.1317073e+01 -5.5034050e+00 i
2.8914894e+01 1.2463415e+01 -4.2090999e+00 i
2.8914894e+01 1.3609756e+01 -2.9745462e+00 i
2.8914894e+01 1.4756098e+01 -3.0441063e+00 i
2.8914894e+01 1.5902439e+01 -1.7732049e+00 i
2.8914894e+01 1.7048780e+01 7.5208633e-02 i
2.8914894e+01 1.8195122e+01 -1.1524554e-01 i
2.8914894e+01 1.9341463e+01 3.9868518e-02 i
2.8914894e+01 2.0487805e+01 -2.3846173e-02 i
2.8914894e+01 2.1634146e+01 6.2213358e-04 i
2.8914894e+01 2.2780488e+01 -1.1942353e-03 i
2.8914894e+01 2.3926829e+01 -2.2537948e-04 i
2.8914894e+01 2.5073171e+01 -1.0685770e-03 i
2.8914894e+01 2.6219512e+01 -3.8271402e-03 i
2.8914894e+01 2.7365854e+01 -5.1279740e-03 i
2.8914894e+01 2.8512195e+01 -2.2505068e-03 i
2.8914894e+01 2.9658537e+01 -5.5431092e-04 i
2.8914894e+01 3.0804878e+01 -3.6250769e-04 i
2.8914894e+01 3.1951220e+01 -1.3277404e-04 i
2.8914894e+01 3.3097561e+01 3.1288908e-05 i
2.8914894e+01 3.4243902e+01 9.3870349e-04 i
2.8914894e+01 3.5390244e+01 8.9441164e-03 i
2.8914894e+01 3.6536585e+01 2.3272173e-02 i
2.8914894e+01 3.7682927e+01 2.2013977e-02 i
2.8914894e+01 3.8829268e+01 1.0824062e-02 i
2.8914894e+01 3.9975610e+01 2.6214781e-03 i
2.8914894e+01 4.1121951e+01 4.6823033e-04 i
2.8914894e+01 4.2268293e+01 2.5831575e-03 i
2.8914894e+01 4.3414634e+01 1.5510303e-03 i
2.8914894e+01 4.4560976e+01 6.3951395e-03 i
2.8914894e+01 4.5707317e+01 -2.8189975e-02 i
2.8914894e+01 4.6853659e+01 7.2000231e-02 i
2.8914894e+01 4.8000000e+01 7.9567808e-03 i

# IsoCurve 16, 42 points
# x y z type
2.8042553e+01 1.0000000e+00 -6.4521271e-05 i
2.8042553e+01 2.1463415e+00 6.2150584e-02 i
2.8042553e+01 3.2926829e+00 -2.4339482e-01 i
2.8042553e+01 4.4390244e+00 2.6087451e+00 i
2.8042553e+01 5.5853659e+00 1.8556961e+00 i
2.8042553e+01 6.7317073e+00 -5.4996141e+01 i
2.8042553e+01 7.8780488e+00 6.3509683e+02 i
2.8042553e+01 9.0243902e+00 2.5315503e+02 i
2.8042553e+01 1.0170732e+01 1.3315407e+01 i
2.8042553e+01 1.1317073e+01 3.1462841e+01 i
2.8042553e+01 1.2463415e+01 8.0451185e+01 i
2.8042553e+01 1.3609756e+01 -3.1434841e+01 i
2.8042553e+01 1.4756098e+01 1.0113064e+01 i
2.8042553e+01 1.5902439e+01 1.0527282e+00 i
2.8042553e+01 1.7048780e+01 7.5095493e-01 i
2.8042553e+01 1.8195122e+01 -5.4377116e-01 i
2.8042553e+01 1.9341463e+01 1.9165422e-01 i
2.8042553e+01 2.0487805e+01 -3.5603045e-02 i
2.8042553e+01 2.1634146e+01 1.0191120e-02 i
2.8042553e+01 2.2780488e+01 -1.1681310e-03 i
2.8042553e+01 2.3926829e+01 -2.5568543e-04 i
2.8042553e+01 2.5073171e+01 -6.2105993e-04 i
2.8042553e+01 2.6219512e+01 3.0196809e-03 i
2.8042553e+01 2.7365854e+01 6.3531213e-03 i
2.8042553e+01 2.8512195e+01 1.1898363e-03 i
2.8042553e+01 2.9658537e+01 -4.0565244e-04 i
2.8042553e+01 3.0804878e+01 1.2911108e-04 i
2.8042553e+01 3.1951220e+01 -7.7732414e-05 i
2.8042553e+01 3.3097561e+01 1.4885112e-04 i
2.8042553e+01 3.4243902e+01 1.6012657e-03 i
2.8042553e+01 3.5390244e+01 -6.1911634e-03 i
2.8042553e+01 3.6536585e+01 -3.4125464e-02 i
2.8042553e+01 3.7682927e+01 -2.4232352e-02 i
2.8042553e+01 3.8829268e+01 -1.1127790e-03 i
2.8042553e+01 3.9975610e+01 2.5586206e-03 i
2.8042553e+01 4.1121951e+01 7.2274877e-05 i
2.8042553e+01 4.2268293e+01 -2.8252687e-03 i
2.8042553e+01 4.3414634e+01 -6.9259819e-03 i
2.8042553e+01 4.4560976e+01 1.0679832e-02 i
2.8042553e+01 4.5707317e+01 -3.6930144e-02 i
2.8042553e+01 4.6853659e+01 1.1529076e-01 i
2.8042553e+01 4.8000000e+01 1.6328353e-03 i

# IsoCurve 17, 42 points
# x y z type
2.7170213e+01 1.0000000e+00 -7.6170005e-03 i
2.7170213e+01 2.1463415e+00 8.7999395e-02 i
2.7170213e+01 3.2926829e+00 -1.1314091e+00 i
2.7170213e+01 4.4390244e+00 5.9748628e+00 i
2.7170213e+01 5.5853659e+00 -3.6309078e+01 i
2.7170213e+01 6.7317073e+00 4.2691501e+02 i
2.7170213e+01 7.8780488e+00 7.9785630e+02 i
2.7170213e+01 9.0243902e+00 6.0640194e+02 i
2.7170213e+01 1.0170732e+01 6.4789651e+02 i
2.7170213e+01 1.1317073e+01 4.7965830e+02 i
2.7170213e+01 1.2463415e+01 5.9024801e+02 i
2.7170213e+01 1.3609756e+01 -1.2014674e+02 i
2.7170213e+01 1.4756098e+01 2.7705238e+02 i
2.7170213e+01 1.5902439e+01 2.6251218e+01 i
2.7170213e+01 1.7048780e+01 1.2431753e+00 i
2.7170213e+01 1.8195122e+01 -1.1581816e+00 i
2.7170213e+01 1.9341463e+01 4.7867189e-01 i
2.7170213e+01 2.0487805e+01 -3.0173874e-02 i
2.7170213e+01 2.1634146e+01 2.9652859e-02 i
2.7170213e+01 2.2780488e+01 3.9182174e-03 i
2.7170213e+01 2.3926829e+01 3.8505622e-03 i
2.7170213e+01 2.5073171e+01 1.1000739e-02 i
2.7170213e+01 2.6219512e+01 2.7444583e-02 i
2.7170213e+01 2.7365854e+01 3.5470947e-02 i
2.7170213e+01 2.8512195e+01 2.0245842e-02 i
2.7170213e+01 2.9658537e+01 5.8962134e-03 i
2.7170213e+01 3.0804878e+01 5.4464149e-03 i
2.7170213e+01 3.1951220e+01 1.7399069e-03 i
2.7170213e+01 3.3097561e+01 -3.6541308e-03 i
2.7170213e+01 3.4243902e+01 -8.6538079e-03 i
2.7170213e+01 3.5390244e+01 -5.8898899e-02 i
2.7170213e+01 3.6536585e+01 -1.1152367e-01 i
2.7170213e+01 3.7682927e+01 -1.2864625e-01 i
2.7170213e+01 3.8829268e+01 -1.3271854e-01 i
2.7170213e+01 3.9975610e+01 -2.7097407e-02 i
2.7170213e+01 4.1121951e+01 7.2153331e-03 i
2.7170213e+01 4.2268293e+01 -1.4576613e-02 i
2.7170213e+01 4.3414634e+01 -1.3569234e-02 i
2.7170213e+01 4.4560976e+01 1.6087105e-02 i
2.7170213e+01 4.5707317e+01 -5.0139982e-02 i
2.7170213e+01 4.6853659e+01 1.5574109e-01 i
2.7170213e+01 4.8000000e+01 1.9051703e-02 i

# IsoCurve 18, 42 points
# x y z type
2.6297872e+01 1.0000000e+00 -1.1839744e-02 i
2.6297872e+01 2.1463415e+00 1.9564249e-01 i
2.6297872e+01 3.2926829e+00 -1.4623892e+00 i
2.6297872e+01 4.4390244e+00 9.3662231e+00 i
2.6297872e+01 5.5853659e+00 -4.5875378e+01 i
2.6297872e+01 6.7317073e+00 3.1354897e+02 i
2.6297872e+01 7.8780488e+00 9.7548678e+02 i
2.6297872e+01 9.0243902e+00 3.9946459e+02 i
2.6297872e+01 1.0170732e+01 1.2606646e+03 i
2.6297872e+01 1.1317073e+01 1.4853513e+03 i
2.6297872e+01 1.2463415e+01 9.5405210e+02 i
2.6297872e+01 1.3609756e+01 -1.7194965e+02 i
2.6297872e+01 1.4756098e+01 3.9557386e+02 i
2.6297872e+01 1.5902439e+01 5.5729190e+01 i
2.6297872e+01 1.7048780e+01 -7.1868460e-01 i
2.6297872e+01 1.8195122e+01 -2.5654346e+00 i
2.6297872e+01 1.9341463e+01 -4.2137230e-01 i
2.6297872e+01 2.0487805e+01 -4.7290735e-01 i
2.6297872e+01 2.1634146e+01 -1.1023690e-01 i
2.6297872e+01 2.2780488e+01 -1.7287567e-02 i
2.6297872e+01 2.3926829e+01 -2.8887658e-02 i
2.6297872e+01 2.5073171e+01 -4.6746765e-02 i
2.6297872e+01 2.6219512e+01 -2.2942476e-01 i
2.6297872e+01 2.7365854e+01 -4.2586450e-01 i
2.6297872e+01 2.8512195e+01 -1.2327573e-01 i
2.6297872e+01 2.9658537e+01 -5.0270383e-03 i
2.6297872e+01 3.0804878e+01 -4.3259997e-02 i
2.6297872e+01 3.1951220e+01 -2.0743414e-02 i
2.6297872e+01 3.3097561e+01 1.8391307e-02 i
2.6297872e+01 3.4243902e+01 3.2692748e-02 i
2.6297872e+01 3.5390244e+01 3.6005646e-01 i
2.6297872e+01 3.6536585e+01 1.3794148e+00 i
2.6297872e+01 3.7682927e+01 1.1491478e+00 i
2.6297872e+01 3.8829268e+01 9.9701860e-01 i
2.6297872e+01 3.9975610e+01 4.2756622e-02 i
2.6297872e+01 4.1121951e+01 -9.8670046e-02 i
2.6297872e+01 4.2268293e+01 1.1619624e-01 i
2.6297872e+01 4.3414634e+01 2.3084514e-01 i
2.6297872e+01 4.4560976e+01 -3.9772072e-02 i
2.6297872e+01 4.5707317e+01 -2.2896648e-01 i
2.6297872e+01 4.6853659e+01 2.2087814e-01 i
2.6297872e+01 4.8000000e+01 1.1441006e-01 i

# IsoCurve 19, 42 points
# x y z type
2.5425532e+01 1.0000000e+00 -1.7335649e-02 i
2.5425532e+01 2.1463415e+00 2.2220342e-01 i
2.5425532e+01 3.2926829e+00 -1.8182988e+00 i
2.5425532e+01 4.4390244e+00 1.1183398e+01 i
2.5425532e+01 5.5853659e+00 -6.2349282e+01 i
2.5425532e+01 6.7317073e+00 5.4921621e+02 i
2.5425532e+01 7.8780488e+00 5.7412925e+02 i
2.5425532e+01 9.0243902e+00 6.1441934e+02 i
2.5425532e+01 1.0170732e+01 1.2006490e+03 i
2.5425532e+01 1.1317073e+01 1.2684151e+03 i
2.5425532e+01 1.2463415e+01 5.2995833e+02 i
2.5425532e+01 1.3609756e+01 4.2719060e+01 i
2.5425532e+01 1.4756098e+01 4.5521805e+02 i
2.5425532e+01 1.5902439e+01 4.5689328e+01 i
2.5425532e+01 1.7048780e+01 -4.2097229e+00 i
2.5425532e+01 1.8195122e+01 5.5211509e+00 i
2.5425532e+01 1.9341463e+01 4.2932216e+00 i
2.5425532e+01 2.0487805e+01 2.1729624e+00 i
2.5425532e+01 2.1634146e+01 4.0910631e-01 i
2.5425532e+01 2.2780488e+01 -5.6394084e-03 i
2.5425532e+01 2.3926829e+01 1.6954001e-01 i
2.5425532e+01 2.5073171e+01 5.8421078e-02 i
2.5425532e+01 2.6219512e+01 1.3873827e+00 i
2.5425532e+01 2.7365854e+01 3.5686977e+00 i
2.5425532e+01 2.8512195e+01 -1.6670375e-01 i
2.5425532e+01 2.9658537e+01 1.3676624e-01 i
2.5425532e+01 3.0804878e+01 2.3587898e-01 i
2.5425532e+01 3.1951220e+01 1.1378872e-01 i
2.5425532e+01 3.3097561e+01 -3.3816422e-01 i
2.5425532e+01 3.4243902e+01 7.6552221e-01 i
2.5425532e+01 3.5390244e+01 -1.7196681e+00 i
2.5425532e+01 3.6536585e+01 -9.4946877e+00 i
2.5425532e+01 3.7682927e+01 -6.3662510e+00 i
2.5425532e+01 3.8829268e+01 -5.7188410e+00 i
2.5425532e+01 3.9975610e+01 8.7046976e-01 i
2.5425532e+01 4.1121951e+01 1.2400724e+00 i
2.5425532e+01 4.2268293e+01 -1.6480837e+00 i
2.5425532e+01 4.3414634e+01 -1.1362614e+00 i
2.5425532e+01 4.4560976e+01 4.7606066e-01 i
2.5425532e+01 4.5707317e+01 6.5201992e-01 i
2.5425532e+01 4.6853659e+01 1.5766683e-01 i
2.5425532e+01 4.8000000e+01 -2.0141164e-02 i

# IsoCurve 20, 42 points
# x y z type
2.4553191e+01 1.0000000e+00 -1.2285311e-02 i
2.4553191e+01 2.1463415e+00 1.8994250e-01 i
2.4553191e+01 3.2926829e+00 -1.4751266e+00 i
2.4553191e+01 4.4390244e+00 9.0938656e+00 i
2.4553191e+01 5.5853659e+00 -4.8270031e+01 i
2.4553191e+01 6.7317073e+00 4.5683899e+02 i
2.4553191e+01 7.8780488e+00 1.1876983e+02 i
2.4553191e+01 9.0243902e+00 4.6248139e+02 i
2.4553191e+01 1.0170732e+01 4.7050736e+02 i
2.4553191e+01 1.1317073e+01 3.3172874e+02 i
2.4553191e+01 1.2463415e+01 2.5716098e+02 i
2.4553191e+01 1.3609756e+01 5.6729399e+02 i
2.4553191e+01 1.4756098e+01 5.6995345e+02 i
2.4553191e+01 1.5902439e+01 1.9422896e+02 i
2.4553191e+01 1.7048780e+01 -2.1815377e+01 i
2.4553191e+01 1.8195122e+01 -1.6382484e+01 i
2.4553191e+01 1.9341463e+01 -1.9891511e+01 i
2.4553191e+01 2.0487805e+01 -8.9480190e+00 i
2.4553191e+01 2.1634146e+01 -7.1421560e-02 i
2.4553191e+01 2.2780488e+01 -3.0048527e-01 i
2.4553191e+01 2.3926829e+01 -8.1464239e-01 i
2.4553191e+01 2.5073171e+01 -4.3777457e-01 i
2.4553191e+01 2.6219512e+01 -6.4032126e-01 i
2.4553191e+01 2.7365854e+01 -1.0493059e+00 i
2.4553191e+01 2.8512195e+01 -3.6290496e-01 i
2.4553191e+01 2.9658537e+01 -2.6861593e-02 i
2.4553191e+01 3.0804878e+01 -1.2442156e+00 i
2.4553191e+01 3.1951220e+01 -5.6822443e-01 i
2.4553191e+01 3.3097561e+01 7.3880804e-01 i
2.4553191e+01 3.4243902e+01 3.9244320e+00 i
2.4553191e+01 3.5390244e+01 -2.1081643e+01 i
2.4553191e+01 3.6536585e+01 8.4437113e+01 i
2.4553191e+01 3.7682927e+01 1.0713961e+01 i
2.4553191e+01 3.8829268e+01 6.5196042e+01 i
2.4553191e+01 3.9975610e+01 -1.0349165e+01 i
2.4553191e+01 4.1121951e+01 3.5001280e+00 i
2.4553191e+01 4.2268293e+01 2.5207231e+00 i
2.4553191e+01 4.3414634e+01 7.8479924e+00 i
2.4553191e+01 4.4560976e+01 -4.0172246e+00 i
2.4553191e+01 4.5707317e+01 -5.6315614e+00 i
2.4553191e+01 4.6853659e+01 2.8356526e+00 i
2.4553191e+01 4.8000000e+01 6.7523919e-01 i

# IsoCurve 21, 42 points
# x y z type
2.3680851e+01 1.0000000e+00 -4.6406470e-03 i
2.3680851e+01 2.1463415e+00 9.7843140e-02 i
2.3680851e+01 3.2926829e+00 -7.5402679e-01 i
2.3680851e+01 4.4390244e+00 4.1746869e+00 i
2.3680851e+01 5.5853659e+00 -1.7558135e+01 i
2.3680851e+01 6.7317073e+00 2.1475531e+00 i
2.3680851e+01 7.8780488e+00 -2.5152365e+01 i
2.3680851e+01 9.0243902e+00 -5.5515926e-01 i
2.3680851e+01 1.0170732e+01 -5.3623278e+01 i
2.3680851e+01 1.1317073e+01 -5.1568672e+01 i
2.3680851e+01 1.2463415e+01 3.3904779e+02 i
2.3680851e+01 1.3609756e+01 1.0285247e+03 i
2.3680851e+01 1.4756098e+01 5.3765274e+02 i
2.3680851e+01 1.5902439e+01 5.2239182e+02 i
2.3680851e+01 1.7048780e+01 3.0223313e+01 i
2.3680851e+01 1.8195122e+01 3.6028378e+02 i
2.3680851e+01 1.9341463e+01 1.8104038e+02 i
2.3680851e+01 2.0487805e+01 1.9965659e-01 i
2.3680851e+01 2.1634146e+01 2.0336747e+01 i
2.3680851e+01 2.2780488e+01 -8.2264213e+00 i
2.3680851e+01 2.3926829e+01 4.9555568e+00 i
2.3680851e+01 2.5073171e+01 1.3118759e-01 i
2.3680851e+01 2.6219512e+01 4.8483776e+00 i
2.3680851e+01 2.7365854e+01 1.9015662e+01 i
2.3680851e+01 2.8512195e+01 -8.1790342e+00 i
2.3680851e+01 2.9658537e+01 2.8431424e+00 i
2.3680851e+01 3.0804878e+01 4.4058644e+00 i
2.3680851e+01 3.1951220e+01 3.2746811e+00 i
2.3680851e+01 3.3097561e+01 -6.5373523e+00 i
2.3680851e+01 3.4243902e+01 5.2802242e+00 i
2.3680851e+01 3.5390244e+01 -4.2717262e+01 i
2.3680851e+01 3.6536585e+01 3.4820225e+02 i
2.3680851e+01 3.7682927e+01 1.2450535e+02 i
2.3680851e+01 3.8829268e+01 6.7397389e+02 i
2.3680851e+01 3.9975610e+01 5.9400218e+01 i
2.3680851e+01 4.1121951e+01 6.4538109e-01 i
2.3680851e+01 4.2268293e+01 -1.4732056e+01 i
2.3680851e+01 4.3414634e+01 -3.6185689e+01 i
2.3680851e+01 4.4560976e+01 3.0329825e+01 i
2.3680851e+01 4.5707317e+01 2.6905564e+01 i
2.3680851e+01 4.6853659e+01 -1.3184650e+01 i
