
# Surface 0 of 1 surfaces

# Curve title: "'TikzDaten/Verteilung.dat'"
# IsoCurve 0, 42 points
# x y z type
2.3680851e+01 4.8000000e+01 3.2175625e-01 i

# IsoCurve 22, 42 points
# x y z type
2.2808511e+01 1.0000000e+00 -2.2460421e-04 i
2.2808511e+01 2.1463415e+00 3.1767549e-02 i
2.2808511e+01 3.2926829e+00 -2.0964301e-01 i
2.2808511e+01 4.4390244e+00 7.2054626e-01 i
2.2808511e+01 5.5853659e+00 8.6784759e-01 i
2.2808511e+01 6.7317073e+00 2.8666609e+00 i
2.2808511e+01 7.8780488e+00 5.1316945e+00 i
2.2808511e+01 9.0243902e+00 1.1980982e+01 i
2.2808511e+01 1.0170732e+01 9.8120091e+00 i
2.2808511e+01 1.1317073e+01 -1.3061737e+01 i
2.2808511e+01 1.2463415e+01 9.0725776e+01 i
2.2808511e+01 1.3609756e+01 8.3640638e+02 i
2.2808511e+01 1.4756098e+01 1.4727149e+02 i
2.2808511e+01 1.5902439e+01 6.4004313e+02 i
2.2808511e+01 1.7048780e+01 2.5797359e+02 i
2.2808511e+01 1.8195122e+01 8.3270166e+02 i
2.2808511e+01 1.9341463e+01 4.3691278e+02 i
2.2808511e+01 2.0487805e+01 2.3760336e+02 i
2.2808511e+01 2.1634146e+01 2.2006792e+02 i
2.2808511e+01 2.2780488e+01 -3.4169551e+01 i
2.2808511e+01 2.3926829e+01 -8.4999341e+00 i
2.2808511e+01 2.5073171e+01 -1.2363399e+01 i
2.2808511e+01 2.6219512e+01 6.4142744e+01 i
2.2808511e+01 2.7365854e+01 1.8541815e+02 i
2.2808511e+01 2.8512195e+01 -3.1630291e+01 i
2.2808511e+01 2.9658537e+01 4.9697193e+00 i
2.2808511e+01 3.0804878e+01 -1.1000669e+01 i
2.2808511e+01 3.1951220e+01 -1.7102350e+01 i
2.2808511e+01 3.3097561e+01 3.4274536e+01 i
2.2808511e+01 3.4243902e+01 -1.6052047e+00 i
2.2808511e+01 3.5390244e+01 -4.9295500e+01 i
2.2808511e+01 3.6536585e+01 3.7501966e+02 i
2.2808511e+01 3.7682927e+01 3.4275365e+01 i
2.2808511e+01 3.8829268e+01 1.4112771e+03 i
2.2808511e+01 3.9975610e+01 7.1981143e+01 i
2.2808511e+01 4.1121951e+01 -5.9355275e+00 i
2.2808511e+01 4.2268293e+01 9.0774953e+01 i
2.2808511e+01 4.3414634e+01 3.4226799e+02 i
2.2808511e+01 4.4560976e+01 3.9912466e+02 i
2.2808511e+01 4.5707317e+01 1.3708411e+02 i
2.2808511e+01 4.6853659e+01 -3.5060905e+01 i
2.2808511e+01 4.8000000e+01 3.0155870e+02 i

# IsoCurve 23, 42 points
# x y z type
2.1936170e+01 1.0000000e+00 1.3649049e-04 i
2.1936170e+01 2.1463415e+00 7.3293517e-03 i
2.1936170e+01 3.2926829e+00 -2.5967017e-02 i
2.1936170e+01 4.4390244e+00 -2.2556129e-02 i
2.1936170e+01 5.5853659e+00 7.1029720e-02 i
2.1936170e+01 6.7317073e+00 -3.4897353e-01 i
2.1936170e+01 7.8780488e+00 4.7859866e+00 i
2.1936170e+01 9.0243902e+00 5.9570585e+00 i
2.1936170e+01 1.0170732e+01 -1.2012071e-01 i
2.1936170e+01 1.1317073e+01 1.1910080e-01 i
2.1936170e+01 1.2463415e+01 -1.5407613e+01 i
2.1936170e+01 1.3609756e+01 1.8652556e+01 i
2.1936170e+01 1.4756098e+01 3.2496602e+00 i
2.1936170e+01 1.5902439e+01 -3.4980613e+01 i
2.1936170e+01 1.7048780e+01 8.5990912e+02 i
2.1936170e+01 1.8195122e+01 1.9785018e+02 i
2.1936170e+01 1.9341463e+01 2.3021570e+02 i
2.1936170e+01 2.0487805e+01 7.3390095e+02 i
2.1936170e+01 2.1634146e+01 4.8831863e+02 i
2.1936170e+01 2.2780488e+01 -6.1341046e+01 i
2.1936170e+01 2.3926829e+01 1.8138395e+01 i
2.1936170e+01 2.5073171e+01 6.4025907e+00 i
2.1936170e+01 2.6219512e+01 1.5252718e+02 i
2.1936170e+01 2.7365854e+01 5.0226826e+02 i
2.1936170e+01 2.8512195e+01 -6.5724754e+01 i
2.1936170e+01 2.9658537e+01 2.4635692e+00 i
2.1936170e+01 3.0804878e+01 1.8572379e+01 i
2.1936170e+01 3.1951220e+01 1.5006562e+01 i
2.1936170e+01 3.3097561e+01 3.0798594e+02 i
2.1936170e+01 3.4243902e+01 -2.4199108e+01 i
2.1936170e+01 3.5390244e+01 -2.9245797e+01 i
2.1936170e+01 3.6536585e+01 1.0641831e+02 i
2.1936170e+01 3.7682927e+01 2.3663839e+01 i
2.1936170e+01 3.8829268e+01 8.4701311e+02 i
2.1936170e+01 3.9975610e+01 1.1146770e+01 i
2.1936170e+01 4.1121951e+01 6.4237112e+00 i
2.1936170e+01 4.2268293e+01 2.3417967e+02 i
2.1936170e+01 4.3414634e+01 1.0162527e+03 i
2.1936170e+01 4.4560976e+01 7.6151932e+02 i
2.1936170e+01 4.5707317e+01 1.5724767e+02 i
2.1936170e+01 4.6853659e+01 -4.5378109e+01 i
2.1936170e+01 4.8000000e+01 1.0432892e+03 i

# IsoCurve 24, 42 points
# x y z type
2.1063830e+01 1.0000000e+00 2.5422884e-05 i
2.1063830e+01 2.1463415e+00 1.5569664e-03 i
2.1063830e+01 3.2926829e+00 1.4599435e-03 i
2.1063830e+01 4.4390244e+00 -2.0715352e-02 i
2.1063830e+01 5.5853659e+00 -8.3919641e-02 i
2.1063830e+01 6.7317073e+00 -2.5731267e-01 i
2.1063830e+01 7.8780488e+00 3.3260292e-02 i
2.1063830e+01 9.0243902e+00 3.2595786e-02 i
2.1063830e+01 1.0170732e+01 9.6173856e-01 i
2.1063830e+01 1.1317073e+01 4.8324634e+00 i
2.1063830e+01 1.2463415e+01 -1.0157740e+00 i
2.1063830e+01 1.3609756e+01 -1.4638947e+01 i
2.1063830e+01 1.4756098e+01 6.4603034e+01 i
2.1063830e+01 1.5902439e+01 -1.1975829e+01 i
2.1063830e+01 1.7048780e+01 2.2268672e+02 i
2.1063830e+01 1.8195122e+01 -2.7525047e+01 i
2.1063830e+01 1.9341463e+01 1.7543260e+02 i
2.1063830e+01 2.0487805e+01 8.2688718e+02 i
2.1063830e+01 2.1634146e+01 4.6970788e+02 i
2.1063830e+01 2.2780488e+01 1.0969972e+02 i
2.1063830e+01 2.3926829e+01 4.5159765e+02 i
2.1063830e+01 2.5073171e+01 1.7370637e+02 i
2.1063830e+01 2.6219512e+01 1.7003649e+02 i
2.1063830e+01 2.7365854e+01 5.7558456e+02 i
2.1063830e+01 2.8512195e+01 -6.7259712e+01 i
2.1063830e+01 2.9658537e+01 -2.6625400e+01 i
2.1063830e+01 3.0804878e+01 3.4252850e+02 i
2.1063830e+01 3.1951220e+01 4.5910359e+02 i
2.1063830e+01 3.3097561e+01 6.2023308e+02 i
2.1063830e+01 3.4243902e+01 -3.4098529e+01 i
2.1063830e+01 3.5390244e+01 -6.0165703e+01 i
2.1063830e+01 3.6536585e+01 5.5947433e+02 i
2.1063830e+01 3.7682927e+01 8.9543872e+02 i
2.1063830e+01 3.8829268e+01 2.2931420e+02 i
2.1063830e+01 3.9975610e+01 1.6929146e+01 i
2.1063830e+01 4.1121951e+01 2.0725743e+02 i
2.1063830e+01 4.2268293e+01 2.3238783e+02 i
2.1063830e+01 4.3414634e+01 1.1435560e+02 i
2.1063830e+01 4.4560976e+01 1.2674261e+02 i
2.1063830e+01 4.5707317e+01 -2.6292032e+01 i
2.1063830e+01 4.6853659e+01 3.3897813e+02 i
2.1063830e+01 4.8000000e+01 5.5452143e+02 i

# IsoCurve 25, 42 points
# x y z type
2.0191489e+01 1.0000000e+00 3.4162788e-04 i
2.0191489e+01 2.1463415e+00 7.6551909e-04 i
2.0191489e+01 3.2926829e+00 6.1262403e-04 i
2.0191489e+01 4.4390244e+00 1.2713334e-02 i
2.0191489e+01 5.5853659e+00 5.5832754e-02 i
2.0191489e+01 6.7317073e+00 9.5520354e-02 i
2.0191489e+01 7.8780488e+00 -1.1318782e-01 i
2.0191489e+01 9.0243902e+00 -1.7612115e-01 i
2.0191489e+01 1.0170732e+01 2.2633339e+00 i
2.0191489e+01 1.1317073e+01 -1.0236385e+01 i
2.0191489e+01 1.2463415e+01 3.0737566e+01 i
2.0191489e+01 1.3609756e+01 2.2730384e+02 i
2.0191489e+01 1.4756098e+01 3.0706733e+02 i
2.0191489e+01 1.5902439e+01 1.6561701e+01 i
2.0191489e+01 1.7048780e+01 9.2353236e+00 i
2.0191489e+01 1.8195122e+01 -3.5316428e+01 i
2.0191489e+01 1.9341463e+01 1.3772789e+02 i
2.0191489e+01 2.0487805e+01 5.2001610e+02 i
2.0191489e+01 2.1634146e+01 7.7317142e+02 i
2.0191489e+01 2.2780488e+01 9.4645482e+02 i
2.0191489e+01 2.3926829e+01 5.6253028e+02 i
2.0191489e+01 2.5073171e+01 3.7320887e+02 i
2.0191489e+01 2.6219512e+01 2.4706711e+02 i
2.0191489e+01 2.7365854e+01 2.1731821e+02 i
2.0191489e+01 2.8512195e+01 -2.7940547e+01 i
2.0191489e+01 2.9658537e+01 -3.4654854e+01 i
2.0191489e+01 3.0804878e+01 4.7135201e+02 i
2.0191489e+01 3.1951220e+01 7.0112242e+02 i
2.0191489e+01 3.3097561e+01 4.0260222e+02 i
2.0191489e+01 3.4243902e+01 2.7371253e+01 i
2.0191489e+01 3.5390244e+01 -5.5410676e+01 i
2.0191489e+01 3.6536585e+01 5.0176076e+02 i
2.0191489e+01 3.7682927e+01 1.1248922e+03 i
2.0191489e+01 3.8829268e+01 7.6395800e+01 i
2.0191489e+01 3.9975610e+01 5.0475403e+02 i
2.0191489e+01 4.1121951e+01 5.5755359e+02 i
2.0191489e+01 4.2268293e+01 6.0674413e+02 i
2.0191489e+01 4.3414634e+01 -1.2725519e+02 i
2.0191489e+01 4.4560976e+01 -2.7995992e+01 i
2.0191489e+01 4.5707317e+01 7.2713705e+00 i
2.0191489e+01 4.6853659e+01 5.6952819e+02 i
2.0191489e+01 4.8000000e+01 7.8563995e+01 i

# IsoCurve 26, 42 points
# x y z type
1.9319149e+01 1.0000000e+00 7.0634679e-04 i
1.9319149e+01 2.1463415e+00 7.3817212e-04 i
1.9319149e+01 3.2926829e+00 -1.2036919e-03 i
1.9319149e+01 4.4390244e+00 -5.3587098e-03 i
1.9319149e+01 5.5853659e+00 -2.3290503e-02 i
1.9319149e+01 6.7317073e+00 -1.8755557e-03 i
1.9319149e+01 7.8780488e+00 2.9583773e-03 i
1.9319149e+01 9.0243902e+00 -2.7569158e-01 i
1.9319149e+01 1.0170732e+01 3.7594898e+00 i
1.9319149e+01 1.1317073e+01 -3.5450163e+01 i
1.9319149e+01 1.2463415e+01 3.0114409e+02 i
1.9319149e+01 1.3609756e+01 6.8219584e+02 i
1.9319149e+01 1.4756098e+01 5.0060295e+02 i
1.9319149e+01 1.5902439e+01 4.1880755e+01 i
1.9319149e+01 1.7048780e+01 5.0897037e+00 i
1.9319149e+01 1.8195122e+01 -2.1842875e+01 i
1.9319149e+01 1.9341463e+01 2.4084301e+02 i
1.9319149e+01 2.0487805e+01 4.7993059e+02 i
1.9319149e+01 2.1634146e+01 2.9278535e+02 i
1.9319149e+01 2.2780488e+01 4.3949595e+02 i
1.9319149e+01 2.3926829e+01 1.8580345e+02 i
1.9319149e+01 2.5073171e+01 3.5369428e+02 i
1.9319149e+01 2.6219512e+01 4.2157652e+02 i
1.9319149e+01 2.7365854e+01 9.2711627e+00 i
1.9319149e+01 2.8512195e+01 4.4962504e+00 i
1.9319149e+01 2.9658537e+01 -5.9678325e+00 i
1.9319149e+01 3.0804878e+01 1.3795349e+02 i
1.9319149e+01 3.1951220e+01 6.3433224e+02 i
1.9319149e+01 3.3097561e+01 7.0528122e+02 i
1.9319149e+01 3.4243902e+01 2.7126588e+02 i
1.9319149e+01 3.5390244e+01 1.4223395e+01 i
1.9319149e+01 3.6536585e+01 8.8627032e+01 i
1.9319149e+01 3.7682927e+01 5.2480297e+02 i
1.9319149e+01 3.8829268e+01 8.5093782e+00 i
1.9319149e+01 3.9975610e+01 1.7406352e+03 i
1.9319149e+01 4.1121951e+01 5.9015966e+02 i
1.9319149e+01 4.2268293e+01 1.1171619e+03 i
1.9319149e+01 4.3414634e+01 -1.0089806e+02 i
1.9319149e+01 4.4560976e+01 -1.6187395e+01 i
1.9319149e+01 4.5707317e+01 5.7482025e+02 i
1.9319149e+01 4.6853659e+01 2.8206740e+02 i
1.9319149e+01 4.8000000e+01 -1.8908568e+01 i

# IsoCurve 27, 42 points
# x y z type
1.8446809e+01 1.0000000e+00 1.0120890e-03 i
1.8446809e+01 2.1463415e+00 6.2307910e-04 i
1.8446809e+01 3.2926829e+00 -1.0401401e-04 i
1.8446809e+01 4.4390244e+00 2.9100474e-03 i
1.8446809e+01 5.5853659e+00 1.3438227e-03 i
1.8446809e+01 6.7317073e+00 1.4728416e-02 i
1.8446809e+01 7.8780488e+00 -1.1633866e-02 i
1.8446809e+01 9.0243902e+00 -3.3644904e-01 i
1.8446809e+01 1.0170732e+01 3.9473137e+00 i
1.8446809e+01 1.1317073e+01 -3.0736270e+01 i
1.8446809e+01 1.2463415e+01 2.4054878e+02 i
1.8446809e+01 1.3609756e+01 4.0848055e+02 i
1.8446809e+01 1.4756098e+01 3.1413997e+02 i
1.8446809e+01 1.5902439e+01 2.8365453e+01 i
1.8446809e+01 1.7048780e+01 -3.5413934e+01 i
1.8446809e+01 1.8195122e+01 2.4226491e+01 i
1.8446809e+01 1.9341463e+01 4.6604994e+02 i
1.8446809e+01 2.0487805e+01 5.5099333e+02 i
1.8446809e+01 2.1634146e+01 -1.0519063e+02 i
1.8446809e+01 2.2780488e+01 -4.8634700e+01 i
1.8446809e+01 2.3926829e+01 -6.3954397e+01 i
1.8446809e+01 2.5073171e+01 2.4783444e+02 i
1.8446809e+01 2.6219512e+01 2.4007228e+02 i
1.8446809e+01 2.7365854e+01 -4.3966145e+01 i
1.8446809e+01 2.8512195e+01 -4.5264019e+01 i
1.8446809e+01 2.9658537e+01 1.6333562e+01 i
1.8446809e+01 3.0804878e+01 1.0624904e+02 i
1.8446809e+01 3.1951220e+01 3.2332416e+02 i
1.8446809e+01 3.3097561e+01 6.1299036e+02 i
1.8446809e+01 3.4243902e+01 2.2198453e+02 i
1.8446809e+01 3.5390244e+01 2.0893315e+02 i
1.8446809e+01 3.6536585e+01 8.5818589e+01 i
1.8446809e+01 3.7682927e+01 3.5001363e+02 i
1.8446809e+01 3.8829268e+01 4.9403594e+01 i
1.8446809e+01 3.9975610e+01 1.0351572e+03 i
1.8446809e+01 4.1121951e+01 7.3898111e+02 i
1.8446809e+01 4.2268293e+01 6.8280380e+02 i
1.8446809e+01 4.3414634e+01 -8.6634341e+01 i
1.8446809e+01 4.4560976e+01 -3.1909776e+01 i
1.8446809e+01 4.5707317e+01 3.0244919e+02 i
1.8446809e+01 4.6853659e+01 1.3613991e+02 i
1.8446809e+01 4.8000000e+01 -2.4741799e+01 i

# IsoCurve 28, 42 points
# x y z type
1.7574468e+01 1.0000000e+00 1.0990521e-03 i
1.7574468e+01 2.1463415e+00 6.3773790e-04 i
1.7574468e+01 3.2926829e+00 -6.2896721e-04 i
1.7574468e+01 4.4390244e+00 1.4092237e-04 i
1.7574468e+01 5.5853659e+00 -3.6664672e-03 i
1.7574468e+01 6.7317073e+00 8.7413909e-03 i
1.7574468e+01 7.8780488e+00 -1.0251953e-02 i
1.7574468e+01 9.0243902e+00 -1.7063237e-01 i
1.7574468e+01 1.0170732e+01 1.8883905e+00 i
1.7574468e+01 1.1317073e+01 -1.1933152e+01 i
1.7574468e+01 1.2463415e+01 2.8010580e+01 i
1.7574468e+01 1.3609756e+01 -1.6535918e+01 i
1.7574468e+01 1.4756098e+01 4.4832175e+01 i
1.7574468e+01 1.5902439e+01 -2.6806817e+00 i
1.7574468e+01 1.7048780e+01 2.0970995e+02 i
1.7574468e+01 1.8195122e+01 5.5755955e+02 i
1.7574468e+01 1.9341463e+01 7.4260857e+02 i
1.7574468e+01 2.0487805e+01 3.2517772e+02 i
1.7574468e+01 2.1634146e+01 5.4495607e+01 i
1.7574468e+01 2.2780488e+01 1.5323886e+02 i
1.7574468e+01 2.3926829e+01 8.4113348e+01 i
1.7574468e+01 2.5073171e+01 5.6444049e+02 i
1.7574468e+01 2.6219512e+01 2.4275100e+02 i
1.7574468e+01 2.7365854e+01 5.3184658e+01 i
1.7574468e+01 2.8512195e+01 4.3068288e+02 i
1.7574468e+01 2.9658537e+01 5.0801342e+02 i
1.7574468e+01 3.0804878e+01 7.4466902e+02 i
1.7574468e+01 3.1951220e+01 1.3272392e+02 i
1.7574468e+01 3.3097561e+01 3.5539425e+02 i
1.7574468e+01 3.4243902e+01 1.0936372e+02 i
1.7574468e+01 3.5390244e+01 4.7637921e+02 i
1.7574468e+01 3.6536585e+01 1.8459500e+02 i
1.7574468e+01 3.7682927e+01 3.9626002e+02 i
1.7574468e+01 3.8829268e+01 8.0482973e+01 i
1.7574468e+01 3.9975610e+01 1.2514805e+01 i
1.7574468e+01 4.1121951e+01 8.3773097e+02 i
1.7574468e+01 4.2268293e+01 6.4333400e+01 i
1.7574468e+01 4.3414634e+01 -8.2595697e+01 i
1.7574468e+01 4.4560976e+01 3.3401329e+02 i
1.7574468e+01 4.5707317e+01 8.6378363e+01 i
1.7574468e+01 4.6853659e+01 4.6560067e+02 i
1.7574468e+01 4.8000000e+01 3.4085957e+01 i

# IsoCurve 29, 42 points
# x y z type
1.6702128e+01 1.0000000e+00 9.0860773e-04 i
1.6702128e+01 2.1463415e+00 9.4836460e-04 i
1.6702128e+01 3.2926829e+00 -4.8539049e-04 i
1.6702128e+01 4.4390244e+00 5.7886700e-04 i
1.6702128e+01 5.5853659e+00 -1.5327677e-03 i
1.6702128e+01 6.7317073e+00 6.1381476e-03 i
1.6702128e+01 7.8780488e+00 -1.2592034e-02 i
1.6702128e+01 9.0243902e+00 -3.3162072e-02 i
1.6702128e+01 1.0170732e+01 4.7520836e-01 i
1.6702128e+01 1.1317073e+01 -1.7551142e+00 i
1.6702128e+01 1.2463415e+01 1.7481114e+01 i
1.6702128e+01 1.3609756e+01 1.8015515e+01 i
1.6702128e+01 1.4756098e+01 -1.2498890e+01 i
1.6702128e+01 1.5902439e+01 3.6259839e+01 i
1.6702128e+01 1.7048780e+01 5.2008561e+02 i
1.6702128e+01 1.8195122e+01 7.8747025e+02 i
1.6702128e+01 1.9341463e+01 6.9223094e+02 i
1.6702128e+01 2.0487805e+01 -2.0749197e+01 i
1.6702128e+01 2.1634146e+01 2.1308212e+02 i
1.6702128e+01 2.2780488e+01 3.4111770e+02 i
1.6702128e+01 2.3926829e+01 2.9540331e+02 i
1.6702128e+01 2.5073171e+01 9.2980896e+02 i
1.6702128e+01 2.6219512e+01 4.2126021e+02 i
1.6702128e+01 2.7365854e+01 1.5033107e+02 i
1.6702128e+01 2.8512195e+01 9.9108886e+02 i
1.6702128e+01 2.9658537e+01 9.8082232e+02 i
1.6702128e+01 3.0804878e+01 1.0505518e+03 i
1.6702128e+01 3.1951220e+01 2.0060326e+02 i
1.6702128e+01 3.3097561e+01 2.6601718e+02 i
1.6702128e+01 3.4243902e+01 1.1022489e+02 i
1.6702128e+01 3.5390244e+01 4.8840563e+02 i
1.6702128e+01 3.6536585e+01 1.0217494e+02 i
1.6702128e+01 3.7682927e+01 1.5320634e+02 i
1.6702128e+01 3.8829268e+01 5.4481720e+01 i
1.6702128e+01 3.9975610e+01 7.0801875e+00 i
1.6702128e+01 4.1121951e+01 5.7906477e+02 i
1.6702128e+01 4.2268293e+01 -2.7492322e+01 i
1.6702128e+01 4.3414634e+01 1.1778596e+01 i
1.6702128e+01 4.4560976e+01 6.5348289e+02 i
1.6702128e+01 4.5707317e+01 2.7045909e+02 i
1.6702128e+01 4.6853659e+01 5.5837250e+02 i
1.6702128e+01 4.8000000e+01 1.3392560e+01 i

# IsoCurve 30, 42 points
# x y z type
1.5829787e+01 1.0000000e+00 4.9642515e-04 i
1.5829787e+01 2.1463415e+00 1.3980091e-03 i
1.5829787e+01 3.2926829e+00 -5.7034005e-04 i
1.5829787e+01 4.4390244e+00 2.9541891e-04 i
1.5829787e+01 5.5853659e+00 -8.1352000e-04 i
1.5829787e+01 6.7317073e+00 2.6616134e-03 i
1.5829787e+01 7.8780488e+00 -5.8475792e-03 i
1.5829787e+01 9.0243902e+00 -2.3457060e-03 i
1.5829787e+01 1.0170732e+01 7.0329426e-02 i
1.5829787e+01 1.1317073e+01 -5.5350630e-01 i
1.5829787e+01 1.2463415e+01 5.8805897e-01 i
1.5829787e+01 1.3609756e+01 8.1071851e+00 i
1.5829787e+01 1.4756098e+01 -2.2514935e+01 i
1.5829787e+01 1.5902439e+01 2.9047455e+02 i
1.5829787e+01 1.7048780e+01 4.4574379e+02 i
1.5829787e+01 1.8195122e+01 1.4731777e+02 i
1.5829787e+01 1.9341463e+01 2.1067903e+02 i
1.5829787e+01 2.0487805e+01 -6.0679350e+01 i
1.5829787e+01 2.1634146e+01 1.6850969e+02 i
1.5829787e+01 2.2780488e+01 3.3558130e+02 i
1.5829787e+01 2.3926829e+01 4.5972972e+02 i
1.5829787e+01 2.5073171e+01 6.2152981e+02 i
1.5829787e+01 2.6219512e+01 2.6434191e+02 i
1.5829787e+01 2.7365854e+01 2.6746890e+02 i
1.5829787e+01 2.8512195e+01 7.0914138e+02 i
1.5829787e+01 2.9658537e+01 6.8468241e+02 i
1.5829787e+01 3.0804878e+01 3.7298451e+02 i
1.5829787e+01 3.1951220e+01 4.6823432e+02 i
1.5829787e+01 3.3097561e+01 -5.8546799e+00 i
1.5829787e+01 3.4243902e+01 1.8053264e+02 i
1.5829787e+01 3.5390244e+01 2.7607245e+02 i
1.5829787e+01 3.6536585e+01 1.7954848e+02 i
1.5829787e+01 3.7682927e+01 -2.2759345e+01 i
1.5829787e+01 3.8829268e+01 6.4281912e+00 i
1.5829787e+01 3.9975610e+01 -9.0162998e+00 i
1.5829787e+01 4.1121951e+01 6.8036639e+00 i
1.5829787e+01 4.2268293e+01 9.7807934e+01 i
1.5829787e+01 4.3414634e+01 4.6096543e+02 i
1.5829787e+01 4.4560976e+01 5.6867174e+02 i
1.5829787e+01 4.5707317e+01 1.4838738e+02 i
1.5829787e+01 4.6853659e+01 -5.8872087e+01 i
1.5829787e+01 4.8000000e+01 3.3761454e+01 i

# IsoCurve 31, 42 points
# x y z type
1.4957447e+01 1.0000000e+00 6.3025951e-05 i
1.4957447e+01 2.1463415e+00 1.7770651e-03 i
1.4957447e+01 3.2926829e+00 -6.0250577e-04 i
1.4957447e+01 4.4390244e+00 1.9984490e-04 i
1.4957447e+01 5.5853659e+00 -2.7105409e-04 i
1.4957447e+01 6.7317073e+00 6.6841220e-04 i
1.4957447e+01 7.8780488e+00 -1.0222384e-03 i
1.4957447e+01 9.0243902e+00 1.6143390e-05 i
1.4957447e+01 1.0170732e+01 -9.1752540e-03 i
1.4957447e+01 1.1317073e+01 2.1427431e-01 i
1.4957447e+01 1.2463415e+01 -2.1100805e+00 i
1.4957447e+01 1.3609756e+01 1.1443297e+01 i
1.4957447e+01 1.4756098e+01 -5.7597947e+01 i
1.4957447e+01 1.5902439e+01 6.8993014e+02 i
1.4957447e+01 1.7048780e+01 9.6314092e+01 i
1.4957447e+01 1.8195122e+01 1.1488031e+02 i
1.4957447e+01 1.9341463e+01 1.4652449e+01 i
1.4957447e+01 2.0487805e+01 -1.7492354e+01 i
1.4957447e+01 2.1634146e+01 1.1802155e+02 i
1.4957447e+01 2.2780488e+01 2.0167872e+02 i
1.4957447e+01 2.3926829e+01 4.6153022e+02 i
1.4957447e+01 2.5073171e+01 1.5605412e+02 i
1.4957447e+01 2.6219512e+01 3.0310578e+02 i
1.4957447e+01 2.7365854e+01 5.6459459e+02 i
1.4957447e+01 2.8512195e+01 2.5532410e+02 i
1.4957447e+01 2.9658537e+01 2.6726277e+02 i
1.4957447e+01 3.0804878e+01 4.0488135e+01 i
1.4957447e+01 3.1951220e+01 5.4175503e+02 i
1.4957447e+01 3.3097561e+01 6.2751566e+00 i
1.4957447e+01 3.4243902e+01 4.4182293e+02 i
1.4957447e+01 3.5390244e+01 3.3902002e+02 i
1.4957447e+01 3.6536585e+01 2.1090691e+02 i
1.4957447e+01 3.7682927e+01 -2.3243857e+01 i
1.4957447e+01 3.8829268e+01 2.7470027e+00 i
1.4957447e+01 3.9975610e+01 5.4612067e-01 i
1.4957447e+01 4.1121951e+01 -7.0494820e+00 i
1.4957447e+01 4.2268293e+01 8.2740910e+01 i
1.4957447e+01 4.3414634e+01 8.1774872e+02 i
1.4957447e+01 4.4560976e+01 6.8468040e+02 i
1.4957447e+01 4.5707317e+01 7.9829659e+01 i
1.4957447e+01 4.6853659e+01 -1.6220409e+01 i
1.4957447e+01 4.8000000e+01 2.4835683e+02 i

# IsoCurve 32, 42 points
# x y z type
1.4085106e+01 1.0000000e+00 1.8558320e-04 i
1.4085106e+01 2.1463415e+00 1.7282013e-03 i
1.4085106e+01 3.2926829e+00 -5.9392855e-04 i
1.4085106e+01 4.4390244e+00 1.5681710e-04 i
1.4085106e+01 5.5853659e+00 -5.7879167e-05 i
1.4085106e+01 6.7317073e+00 1.7409809e-05 i
1.4085106e+01 7.8780488e+00 2.0580258e-04 i
1.4085106e+01 9.0243902e+00 9.4852274e-04 i
1.4085106e+01 1.0170732e+01 -2.4260700e-02 i
1.4085106e+01 1.1317073e+01 2.7458421e-01 i
1.4085106e+01 1.2463415e+01 -1.4259998e+00 i
1.4085106e+01 1.3609756e+01 6.9413583e+00 i
1.4085106e+01 1.4756098e+01 -2.2816471e+01 i
1.4085106e+01 1.5902439e+01 1.6337632e+02 i
1.4085106e+01 1.7048780e+01 1.6757728e+01 i
1.4085106e+01 1.8195122e+01 7.6845408e+01 i
1.4085106e+01 1.9341463e+01 -1.4991567e+01 i
1.4085106e+01 2.0487805e+01 1.9201319e+00 i
1.4085106e+01 2.1634146e+01 5.0296459e+00 i
1.4085106e+01 2.2780488e+01 2.5973084e+01 i
1.4085106e+01 2.3926829e+01 3.2550581e+02 i
1.4085106e+01 2.5073171e+01 1.1468166e+01 i
1.4085106e+01 2.6219512e+01 3.0353511e+02 i
1.4085106e+01 2.7365854e+01 3.5689298e+02 i
1.4085106e+01 2.8512195e+01 1.2798789e+02 i
1.4085106e+01 2.9658537e+01 8.3831711e+01 i
1.4085106e+01 3.0804878e+01 2.0464380e+01 i
1.4085106e+01 3.1951220e+01 8.1131594e+01 i
1.4085106e+01 3.3097561e+01 2.1474729e+01 i
1.4085106e+01 3.4243902e+01 3.2452169e+02 i
1.4085106e+01 3.5390244e+01 2.4907069e+02 i
1.4085106e+01 3.6536585e+01 2.4077447e+01 i
1.4085106e+01 3.7682927e+01 -6.5723895e+00 i
1.4085106e+01 3.8829268e+01 1.6412054e+00 i
1.4085106e+01 3.9975610e+01 3.1513268e-01 i
1.4085106e+01 4.1121951e+01 -3.4034023e+00 i
1.4085106e+01 4.2268293e+01 1.4176645e+00 i
1.4085106e+01 4.3414634e+01 3.4544181e+02 i
1.4085106e+01 4.4560976e+01 2.2836468e+02 i
1.4085106e+01 4.5707317e+01 1.7254041e+02 i
1.4085106e+01 4.6853659e+01 5.0209319e+00 i
1.4085106e+01 4.8000000e+01 4.8672704e+02 i

# IsoCurve 33, 42 points
# x y z type
1.3212766e+01 1.0000000e+00 6.7230224e-04 i
1.3212766e+01 2.1463415e+00 1.3292618e-03 i
1.3212766e+01 3.2926829e+00 -5.4605928e-04 i
1.3212766e+01 4.4390244e+00 1.3434099e-04 i
